m,signature_id,signature_version,has_odd_predecessor,odd_predecessor,even_cell_lower,even_cell_upper,even_cell_size,balanced_ternary_reference,validation_status
3482,"v2_type:0,0",v2_type,0,,12124324,12131288,3483,"lsd=-1;jet=-1,0,0,0;lsd8=-1,0,0,0,1,-1,-1,-1",ok
3482,"v3_oddpos:0,0,0",v3_oddpos,0,,12124324,12131288,3483,"lsd=-1;jet=-1,0,0,0;lsd8=-1,0,0,0,1,-1,-1,-1",ok
3482,"v4_mod3:0,0,0,2",v4_mod3,0,,12124324,12131288,3483,"lsd=-1;jet=-1,0,0,0;lsd8=-1,0,0,0,1,-1,-1,-1",ok
3482,"vB_border:0,0,1,1,0",vB_border,0,,12124324,12131288,3483,"lsd=-1;jet=-1,0,0,0;lsd8=-1,0,0,0,1,-1,-1,-1",ok
3482,"vC_valuation:0,0,0,0",vC_valuation,0,,12124324,12131288,3483,"lsd=-1;jet=-1,0,0,0;lsd8=-1,0,0,0,1,-1,-1,-1",ok
3483,v1_occupancy:0,v1_occupancy,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3483,"v2_type:1,0",v2_type,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3483,"v3_oddpos:1,0,0",v3_oddpos,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3483,"v4_mod3:1,0,0,0",v4_mod3,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3483,"vB_border:1,0,-1,-1,1",vB_border,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3483,"vC_valuation:1,2,1,0",vC_valuation,0,,12131290,12138254,3483,"lsd=0;jet=0,0,0,0;lsd8=0,0,0,0,1,-1,-1,-1",ok
3484,v1_occupancy:0,v1_occupancy,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3484,"v2_type:0,0",v2_type,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3484,"v3_oddpos:0,0,0",v3_oddpos,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3484,"v4_mod3:0,0,0,1",v4_mod3,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3484,"vB_border:0,0,1,1,0",vB_border,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3484,"vC_valuation:0,0,0,0",vC_valuation,0,,12138256,12145224,3485,"lsd=1;jet=1,0,0,0;lsd8=1,0,0,0,1,-1,-1,-1",ok
3485,v1_occupancy:0,v1_occupancy,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3485,"v2_type:1,0",v2_type,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3485,"v3_oddpos:1,0,0",v3_oddpos,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3485,"v4_mod3:1,0,0,2",v4_mod3,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3485,"vB_border:1,0,-1,-1,1",vB_border,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3485,"vC_valuation:2,1,1,0",vC_valuation,0,,12145226,12152194,3485,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1,0,0,1,-1,-1,-1",ok
3486,v1_occupancy:0,v1_occupancy,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3486,"v2_type:0,0",v2_type,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3486,"v3_oddpos:0,0,0",v3_oddpos,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3486,"v4_mod3:0,0,0,0",v4_mod3,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3486,"vB_border:0,0,1,1,0",vB_border,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3486,"vC_valuation:0,0,0,0",vC_valuation,0,,12152196,12159168,3487,"lsd=0;jet=0,1,0,0;lsd8=0,1,0,0,1,-1,-1,-1",ok
3487,v1_occupancy:0,v1_occupancy,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3487,"v2_type:1,0",v2_type,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3487,"v3_oddpos:1,0,0",v3_oddpos,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3487,"v4_mod3:1,0,0,1",v4_mod3,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3487,"vB_border:1,0,-1,-1,1",vB_border,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3487,"vC_valuation:1,5,1,0",vC_valuation,0,,12159170,12166142,3487,"lsd=1;jet=1,1,0,0;lsd8=1,1,0,0,1,-1,-1,-1",ok
3488,v1_occupancy:0,v1_occupancy,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3488,"v2_type:0,0",v2_type,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3488,"v3_oddpos:0,0,0",v3_oddpos,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3488,"v4_mod3:0,0,0,2",v4_mod3,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3488,"vB_border:0,0,1,1,0",vB_border,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3488,"vC_valuation:0,0,0,0",vC_valuation,0,,12166144,12173120,3489,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1,0,1,-1,-1,-1",ok
3489,v1_occupancy:0,v1_occupancy,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3489,"v2_type:1,0",v2_type,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3489,"v3_oddpos:1,0,0",v3_oddpos,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3489,"v4_mod3:1,0,0,0",v4_mod3,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3489,"vB_border:1,0,-1,-1,1",vB_border,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3489,"vC_valuation:5,1,1,0",vC_valuation,0,,12173122,12180098,3489,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1,0,1,-1,-1,-1",ok
3490,v1_occupancy:0,v1_occupancy,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3490,"v2_type:0,0",v2_type,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3490,"v3_oddpos:0,0,0",v3_oddpos,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3490,"v4_mod3:0,0,0,1",v4_mod3,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3490,"vB_border:0,0,1,1,0",vB_border,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3490,"vC_valuation:0,0,0,0",vC_valuation,0,,12180100,12187080,3491,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1,0,1,-1,-1,-1",ok
3491,v1_occupancy:0,v1_occupancy,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3491,"v2_type:1,0",v2_type,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3491,"v3_oddpos:1,0,0",v3_oddpos,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3491,"v4_mod3:1,0,0,2",v4_mod3,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3491,"vB_border:1,0,-1,-1,1",vB_border,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3491,"vC_valuation:1,2,1,0",vC_valuation,0,,12187082,12194062,3491,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1,0,1,-1,-1,-1",ok
3492,v1_occupancy:0,v1_occupancy,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3492,"v2_type:0,0",v2_type,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3492,"v3_oddpos:0,0,0",v3_oddpos,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3492,"v4_mod3:0,0,0,0",v4_mod3,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3492,"vB_border:0,0,1,1,0",vB_border,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3492,"vC_valuation:0,0,0,0",vC_valuation,0,,12194064,12201048,3493,"lsd=0;jet=0,0,1,0;lsd8=0,0,1,0,1,-1,-1,-1",ok
3493,v1_occupancy:0,v1_occupancy,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3493,"v2_type:1,0",v2_type,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3493,"v3_oddpos:1,0,0",v3_oddpos,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3493,"v4_mod3:1,0,0,1",v4_mod3,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3493,"vB_border:1,0,-1,-1,1",vB_border,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3493,"vC_valuation:2,1,1,0",vC_valuation,0,,12201050,12208034,3493,"lsd=1;jet=1,0,1,0;lsd8=1,0,1,0,1,-1,-1,-1",ok
3494,v1_occupancy:0,v1_occupancy,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3494,"v2_type:0,0",v2_type,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3494,"v3_oddpos:0,0,0",v3_oddpos,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3494,"v4_mod3:0,0,0,2",v4_mod3,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3494,"vB_border:0,0,1,1,0",vB_border,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3494,"vC_valuation:0,0,0,0",vC_valuation,0,,12208036,12215024,3495,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1,0,1,-1,-1,-1",ok
3495,v1_occupancy:0,v1_occupancy,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3495,"v2_type:1,0",v2_type,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3495,"v3_oddpos:1,0,0",v3_oddpos,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3495,"v4_mod3:1,0,0,0",v4_mod3,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3495,"vB_border:1,0,-1,-1,1",vB_border,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3495,"vC_valuation:1,3,1,0",vC_valuation,0,,12215026,12222014,3495,"lsd=0;jet=0,1,1,0;lsd8=0,1,1,0,1,-1,-1,-1",ok
3496,v1_occupancy:0,v1_occupancy,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3496,"v2_type:0,0",v2_type,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3496,"v3_oddpos:0,0,0",v3_oddpos,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3496,"v4_mod3:0,0,0,1",v4_mod3,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3496,"vB_border:0,0,1,1,0",vB_border,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3496,"vC_valuation:0,0,0,0",vC_valuation,0,,12222016,12229008,3497,"lsd=1;jet=1,1,1,0;lsd8=1,1,1,0,1,-1,-1,-1",ok
3497,v1_occupancy:0,v1_occupancy,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3497,"v2_type:1,0",v2_type,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3497,"v3_oddpos:1,0,0",v3_oddpos,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3497,"v4_mod3:1,0,0,2",v4_mod3,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3497,"vB_border:1,0,-1,-1,1",vB_border,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3497,"vC_valuation:3,1,1,0",vC_valuation,0,,12229010,12236002,3497,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1,1,-1,-1,-1",ok
3498,v1_occupancy:0,v1_occupancy,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3498,"v2_type:0,0",v2_type,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3498,"v3_oddpos:0,0,0",v3_oddpos,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3498,"v4_mod3:0,0,0,0",v4_mod3,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3498,"vB_border:0,0,1,1,0",vB_border,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3498,"vC_valuation:0,0,0,0",vC_valuation,0,,12236004,12243000,3499,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1,1,-1,-1,-1",ok
3499,v1_occupancy:0,v1_occupancy,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3499,"v2_type:1,0",v2_type,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3499,"v3_oddpos:1,0,0",v3_oddpos,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3499,"v4_mod3:1,0,0,1",v4_mod3,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3499,"vB_border:1,0,-1,-1,1",vB_border,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3499,"vC_valuation:1,2,1,0",vC_valuation,0,,12243002,12249998,3499,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1,1,-1,-1,-1",ok
3500,v1_occupancy:0,v1_occupancy,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3500,"v2_type:0,0",v2_type,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3500,"v3_oddpos:0,0,0",v3_oddpos,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3500,"v4_mod3:0,0,0,2",v4_mod3,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3500,"vB_border:0,0,1,1,0",vB_border,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3500,"vC_valuation:0,0,0,0",vC_valuation,0,,12250000,12257000,3501,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1,1,-1,-1,-1",ok
3501,v1_occupancy:0,v1_occupancy,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3501,"v2_type:1,0",v2_type,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3501,"v3_oddpos:1,0,0",v3_oddpos,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3501,"v4_mod3:1,0,0,0",v4_mod3,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3501,"vB_border:1,0,-1,-1,1",vB_border,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3501,"vC_valuation:2,1,1,0",vC_valuation,0,,12257002,12264002,3501,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1,1,-1,-1,-1",ok
3502,v1_occupancy:0,v1_occupancy,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3502,"v2_type:0,0",v2_type,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3502,"v3_oddpos:0,0,0",v3_oddpos,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3502,"v4_mod3:0,0,0,1",v4_mod3,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3502,"vB_border:0,0,1,1,0",vB_border,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3502,"vC_valuation:0,0,0,0",vC_valuation,0,,12264004,12271008,3503,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1,1,-1,-1,-1",ok
3503,v1_occupancy:0,v1_occupancy,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3503,"v2_type:1,0",v2_type,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3503,"v3_oddpos:1,0,0",v3_oddpos,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3503,"v4_mod3:1,0,0,2",v4_mod3,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3503,"vB_border:1,0,-1,-1,1",vB_border,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3503,"vC_valuation:1,4,1,0",vC_valuation,0,,12271010,12278014,3503,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1,1,-1,-1,-1",ok
3504,v1_occupancy:0,v1_occupancy,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3504,"v2_type:0,0",v2_type,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3504,"v3_oddpos:0,0,0",v3_oddpos,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3504,"v4_mod3:0,0,0,0",v4_mod3,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3504,"vB_border:0,0,1,1,0",vB_border,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3504,"vC_valuation:0,0,0,0",vC_valuation,0,,12278016,12285024,3505,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1,1,-1,-1,-1",ok
3505,v1_occupancy:0,v1_occupancy,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3505,"v2_type:1,0",v2_type,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3505,"v3_oddpos:1,0,0",v3_oddpos,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3505,"v4_mod3:1,0,0,1",v4_mod3,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3505,"vB_border:1,0,-1,-1,1",vB_border,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3505,"vC_valuation:4,1,1,0",vC_valuation,0,,12285026,12292034,3505,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1,1,-1,-1,-1",ok
3506,v1_occupancy:0,v1_occupancy,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3506,"v2_type:0,0",v2_type,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3506,"v3_oddpos:0,0,0",v3_oddpos,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3506,"v4_mod3:0,0,0,2",v4_mod3,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3506,"vB_border:0,0,1,1,0",vB_border,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3506,"vC_valuation:0,0,0,0",vC_valuation,0,,12292036,12299048,3507,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1,1,-1,-1,-1",ok
3507,v1_occupancy:0,v1_occupancy,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3507,"v2_type:1,0",v2_type,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3507,"v3_oddpos:1,0,0",v3_oddpos,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3507,"v4_mod3:1,0,0,0",v4_mod3,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3507,"vB_border:1,0,-1,-1,1",vB_border,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3507,"vC_valuation:1,2,1,0",vC_valuation,0,,12299050,12306062,3507,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1,1,-1,-1,-1",ok
3508,v1_occupancy:0,v1_occupancy,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3508,"v2_type:0,0",v2_type,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3508,"v3_oddpos:0,0,0",v3_oddpos,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3508,"v4_mod3:0,0,0,1",v4_mod3,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3508,"vB_border:0,0,1,1,0",vB_border,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3508,"vC_valuation:0,0,0,0",vC_valuation,0,,12306064,12313080,3509,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1,1,-1,-1,-1",ok
3509,v1_occupancy:0,v1_occupancy,0,,12313082,12320098,3509,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1,1,-1,-1,-1",ok
3509,"v2_type:1,0",v2_type,0,,12313082,12320098,3509,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1,1,-1,-1,-1",ok
