n,parity,word2,T,T2,one_step,two_step,leftover,odd_odd
1352,even,EE,36,6,1,1,0,0
1353,odd,OO,49767,11102280,0,0,1,1
1354,even,EE,36,6,1,1,0,0
1355,odd,OO,49877,11139109,0,0,1,1
1356,even,EE,36,6,1,1,0,0
1357,odd,OE,49988,223,0,1,0,0
1358,even,EE,36,6,1,1,0,0
1359,odd,OO,50099,11213561,0,0,1,1
1360,even,EE,36,6,1,1,0,0
1361,odd,OO,50209,11250513,0,0,1,1
1362,even,EE,36,6,1,1,0,0
1363,odd,OE,50320,224,0,1,0,0
1364,even,EE,36,6,1,1,0,0
1365,odd,OO,50431,11325212,0,0,1,1
1366,even,EE,36,6,1,1,0,0
1367,odd,OE,50542,224,0,1,0,0
1368,even,EE,36,6,1,1,0,0
1369,odd,OO,50653,11400076,0,0,1,1
1370,even,EO,37,225,1,1,0,0
1371,odd,OE,50764,225,0,1,0,0
1372,even,EO,37,225,1,1,0,0
1373,odd,OO,50875,11475104,0,0,1,1
1374,even,EO,37,225,1,1,0,0
1375,odd,OE,50986,225,0,1,0,0
1376,even,EO,37,225,1,1,0,0
1377,odd,OO,51097,11550295,0,0,1,1
1378,even,EO,37,225,1,1,0,0
1379,odd,OO,51209,11588292,0,0,1,1
1380,even,EO,37,225,1,1,0,0
1381,odd,OE,51320,226,0,1,0,0
1382,even,EO,37,225,1,1,0,0
1383,odd,OO,51431,11663729,0,0,1,1
1384,even,EO,37,225,1,1,0,0
1385,odd,OO,51543,11701850,0,0,1,1
1386,even,EO,37,225,1,1,0,0
1387,odd,OO,51655,11740012,0,0,1,1
1388,even,EO,37,225,1,1,0,0
1389,odd,OO,51767,11778215,0,0,1,1
1390,even,EO,37,225,1,1,0,0
1391,odd,OE,51878,227,0,1,0,0
1392,even,EO,37,225,1,1,0,0
1393,odd,OE,51990,228,0,1,0,0
1394,even,EO,37,225,1,1,0,0
1395,odd,OE,52102,228,0,1,0,0
1396,even,EO,37,225,1,1,0,0
1397,odd,OE,52214,228,0,1,0,0
1398,even,EO,37,225,1,1,0,0
1399,odd,OO,52327,11969851,0,0,1,1
1400,even,EO,37,225,1,1,0,0
1401,odd,OO,52439,12008302,0,0,1,1
1402,even,EO,37,225,1,1,0,0
1403,odd,OO,52551,12046793,0,0,1,1
1404,even,EO,37,225,1,1,0,0
1405,odd,OE,52664,229,0,1,0,0
1406,even,EO,37,225,1,1,0,0
1407,odd,OE,52776,229,0,1,0,0
1408,even,EO,37,225,1,1,0,0
1409,odd,OO,52889,12163205,0,0,1,1
1410,even,EO,37,225,1,1,0,0
1411,odd,OO,53001,12201861,0,0,1,1
1412,even,EO,37,225,1,1,0,0
1413,odd,OE,53114,230,0,1,0,0
1414,even,EO,37,225,1,1,0,0
1415,odd,OO,53227,12279989,0,0,1,1
1416,even,EO,37,225,1,1,0,0
1417,odd,OE,53340,230,0,1,0,0
1418,even,EO,37,225,1,1,0,0
1419,odd,OO,53453,12358282,0,0,1,1
1420,even,EO,37,225,1,1,0,0
1421,odd,OE,53566,231,0,1,0,0
1422,even,EO,37,225,1,1,0,0
1423,odd,OO,53679,12436741,0,0,1,1
1424,even,EO,37,225,1,1,0,0
1425,odd,OE,53792,231,0,1,0,0
1426,even,EO,37,225,1,1,0,0
1427,odd,OO,53905,12515366,0,0,1,1
1428,even,EO,37,225,1,1,0,0
1429,odd,OO,54019,12555089,0,0,1,1
1430,even,EO,37,225,1,1,0,0
1431,odd,OE,54132,232,0,1,0,0
1432,even,EO,37,225,1,1,0,0
1433,odd,OE,54246,232,0,1,0,0
1434,even,EO,37,225,1,1,0,0
1435,odd,OO,54359,12673809,0,0,1,1
1436,even,EO,37,225,1,1,0,0
1437,odd,OO,54473,12713699,0,0,1,1
1438,even,EO,37,225,1,1,0,0
1439,odd,OO,54587,12753630,0,0,1,1
1440,even,EO,37,225,1,1,0,0
1441,odd,OO,54701,12793603,0,0,1,1
1442,even,EO,37,225,1,1,0,0
1443,odd,OO,54815,12833618,0,0,1,1
1444,even,EE,38,6,1,1,0,0
1445,odd,OO,54929,12873674,0,0,1,1
1446,even,EE,38,6,1,1,0,0
1447,odd,OO,55043,12913772,0,0,1,1
1448,even,EE,38,6,1,1,0,0
1449,odd,OO,55157,12953912,0,0,1,1
1450,even,EE,38,6,1,1,0,0
1451,odd,OO,55271,12994093,0,0,1,1
1452,even,EE,38,6,1,1,0,0
1453,odd,OO,55385,13034315,0,0,1,1
1454,even,EE,38,6,1,1,0,0
1455,odd,OE,55500,235,0,1,0,0
1456,even,EE,38,6,1,1,0,0
1457,odd,OE,55614,235,0,1,0,0
1458,even,EE,38,6,1,1,0,0
1459,odd,OO,55729,13155939,0,0,1,1
1460,even,EE,38,6,1,1,0,0
1461,odd,OO,55843,13196328,0,0,1,1
1462,even,EE,38,6,1,1,0,0
1463,odd,OE,55958,236,0,1,0,0
1464,even,EE,38,6,1,1,0,0
1465,odd,OO,56073,13277939,0,0,1,1
1466,even,EE,38,6,1,1,0,0
1467,odd,OE,56188,237,0,1,0,0
1468,even,EE,38,6,1,1,0,0
1469,odd,OO,56303,13359718,0,0,1,1
1470,even,EE,38,6,1,1,0,0
1471,odd,OE,56418,237,0,1,0,0
1472,even,EE,38,6,1,1,0,0
1473,odd,OO,56533,13441664,0,0,1,1
1474,even,EE,38,6,1,1,0,0
1475,odd,OE,56648,238,0,1,0,0
1476,even,EE,38,6,1,1,0,0
1477,odd,OO,56763,13523777,0,0,1,1
1478,even,EE,38,6,1,1,0,0
1479,odd,OO,56879,13565253,0,0,1,1
1480,even,EE,38,6,1,1,0,0
1481,odd,OE,56994,238,0,1,0,0
1482,even,EE,38,6,1,1,0,0
1483,odd,OO,57109,13647617,0,0,1,1
1484,even,EE,38,6,1,1,0,0
1485,odd,OO,57225,13689219,0,0,1,1
1486,even,EE,38,6,1,1,0,0
1487,odd,OO,57341,13730864,0,0,1,1
1488,even,EE,38,6,1,1,0,0
1489,odd,OE,57456,239,0,1,0,0
1490,even,EE,38,6,1,1,0,0
1491,odd,OE,57572,239,0,1,0,0
1492,even,EE,38,6,1,1,0,0
1493,odd,OE,57688,240,0,1,0,0
1494,even,EE,38,6,1,1,0,0
1495,odd,OE,57804,240,0,1,0,0
1496,even,EE,38,6,1,1,0,0
1497,odd,OE,57920,240,0,1,0,0
1498,even,EE,38,6,1,1,0,0
1499,odd,OE,58036,240,0,1,0,0
1500,even,EE,38,6,1,1,0,0
1501,odd,OE,58152,241,0,1,0,0
1502,even,EE,38,6,1,1,0,0
1503,odd,OO,58269,14065537,0,0,1,1
1504,even,EE,38,6,1,1,0,0
1505,odd,OO,58385,14107560,0,0,1,1
1506,even,EE,38,6,1,1,0,0
1507,odd,OO,58501,14149625,0,0,1,1
1508,even,EE,38,6,1,1,0,0
1509,odd,OE,58618,242,0,1,0,0
1510,even,EE,38,6,1,1,0,0
1511,odd,OE,58734,242,0,1,0,0
1512,even,EE,38,6,1,1,0,0
1513,odd,OO,58851,14276796,0,0,1,1
1514,even,EE,38,6,1,1,0,0
1515,odd,OE,58968,242,0,1,0,0
1516,even,EE,38,6,1,1,0,0
1517,odd,OO,59085,14362030,0,0,1,1
1518,even,EE,38,6,1,1,0,0
1519,odd,OE,59202,243,0,1,0,0
1520,even,EE,38,6,1,1,0,0
1521,odd,OO,59319,14447434,0,0,1,1
1522,even,EO,39,243,1,1,0,0
1523,odd,OE,59436,243,0,1,0,0
1524,even,EO,39,243,1,1,0,0
1525,odd,OO,59553,14533006,0,0,1,1
1526,even,EO,39,243,1,1,0,0
1527,odd,OE,59670,244,0,1,0,0
1528,even,EO,39,243,1,1,0,0
1529,odd,OO,59787,14618746,0,0,1,1
1530,even,EO,39,243,1,1,0,0
1531,odd,OE,59904,244,0,1,0,0
1532,even,EO,39,243,1,1,0,0
1533,odd,OE,60022,244,0,1,0,0
1534,even,EO,39,243,1,1,0,0
1535,odd,OO,60139,14748039,0,0,1,1
1536,even,EO,39,243,1,1,0,0
1537,odd,OO,60257,14791467,0,0,1,1
1538,even,EO,39,243,1,1,0,0
1539,odd,OO,60375,14834937,0,0,1,1
1540,even,EO,39,243,1,1,0,0
1541,odd,OE,60492,245,0,1,0,0
1542,even,EO,39,243,1,1,0,0
1543,odd,OE,60610,246,0,1,0,0
1544,even,EO,39,243,1,1,0,0
1545,odd,OE,60728,246,0,1,0,0
1546,even,EO,39,243,1,1,0,0
1547,odd,OE,60846,246,0,1,0,0
1548,even,EO,39,243,1,1,0,0
1549,odd,OE,60964,246,0,1,0,0
1550,even,EO,39,243,1,1,0,0
1551,odd,OE,61082,247,0,1,0,0
1552,even,EO,39,243,1,1,0,0
1553,odd,OE,61200,247,0,1,0,0
1554,even,EO,39,243,1,1,0,0
1555,odd,OO,61319,15184223,0,0,1,1
1556,even,EO,39,243,1,1,0,0
1557,odd,OO,61437,15228074,0,0,1,1
1558,even,EO,39,243,1,1,0,0
1559,odd,OO,61555,15271967,0,0,1,1
1560,even,EO,39,243,1,1,0,0
1561,odd,OE,61674,248,0,1,0,0
1562,even,EO,39,243,1,1,0,0
1563,odd,OE,61792,248,0,1,0,0
1564,even,EO,39,243,1,1,0,0
1565,odd,OO,61911,15404646,0,0,1,1
1566,even,EO,39,243,1,1,0,0
1567,odd,OE,62030,249,0,1,0,0
1568,even,EO,39,243,1,1,0,0
1569,odd,OO,62149,15493559,0,0,1,1
1570,even,EO,39,243,1,1,0,0
1571,odd,OO,62267,15537706,0,0,1,1
1572,even,EO,39,243,1,1,0,0
1573,odd,OE,62386,249,0,1,0,0
1574,even,EO,39,243,1,1,0,0
1575,odd,OO,62505,15626875,0,0,1,1
1576,even,EO,39,243,1,1,0,0
1577,odd,OE,62624,250,0,1,0,0
1578,even,EO,39,243,1,1,0,0
1579,odd,OE,62744,250,0,1,0,0
1580,even,EO,39,243,1,1,0,0
1581,odd,OO,62863,15761322,0,0,1,1
1582,even,EO,39,243,1,1,0,0
1583,odd,OE,62982,250,0,1,0,0
1584,even,EO,39,243,1,1,0,0
1585,odd,OE,63102,251,0,1,0,0
1586,even,EO,39,243,1,1,0,0
1587,odd,OO,63221,15896153,0,0,1,1
1588,even,EO,39,243,1,1,0,0
1589,odd,OO,63341,15941433,0,0,1,1
1590,even,EO,39,243,1,1,0,0
1591,odd,OE,63460,251,0,1,0,0
1592,even,EO,39,243,1,1,0,0
1593,odd,OE,63580,252,0,1,0,0
1594,even,EO,39,243,1,1,0,0
1595,odd,OE,63700,252,0,1,0,0
1596,even,EO,39,243,1,1,0,0
1597,odd,OE,63820,252,0,1,0,0
1598,even,EO,39,243,1,1,0,0
1599,odd,OE,63940,252,0,1,0,0
1600,even,EE,40,6,1,1,0,0
1601,odd,OE,64060,253,0,1,0,0
1602,even,EE,40,6,1,1,0,0
1603,odd,OE,64180,253,0,1,0,0
1604,even,EE,40,6,1,1,0,0
1605,odd,OE,64300,253,0,1,0,0
1606,even,EE,40,6,1,1,0,0
1607,odd,OE,64420,253,0,1,0,0
1608,even,EE,40,6,1,1,0,0
1609,odd,OE,64540,254,0,1,0,0
1610,even,EE,40,6,1,1,0,0
1611,odd,OO,64661,16442340,0,0,1,1
1612,even,EE,40,6,1,1,0,0
1613,odd,OO,64781,16488132,0,0,1,1
1614,even,EE,40,6,1,1,0,0
1615,odd,OE,64902,254,0,1,0,0
1616,even,EE,40,6,1,1,0,0
1617,odd,OE,65022,254,0,1,0,0
1618,even,EE,40,6,1,1,0,0
1619,odd,OO,65143,16626530,0,0,1,1
1620,even,EE,40,6,1,1,0,0
1621,odd,OE,65264,255,0,1,0,0
1622,even,EE,40,6,1,1,0,0
1623,odd,OE,65384,255,0,1,0,0
1624,even,EE,40,6,1,1,0,0
1625,odd,OO,65505,16765313,0,0,1,1
1626,even,EE,40,6,1,1,0,0
1627,odd,OE,65626,256,0,1,0,0
1628,even,EE,40,6,1,1,0,0
1629,odd,OO,65747,16858305,0,0,1,1
1630,even,EE,40,6,1,1,0,0
1631,odd,OE,65868,256,0,1,0,0
1632,even,EE,40,6,1,1,0,0
1633,odd,OE,65990,256,0,1,0,0
1634,even,EE,40,6,1,1,0,0
1635,odd,OO,66111,16998499,0,0,1,1
1636,even,EE,40,6,1,1,0,0
1637,odd,OE,66232,257,0,1,0,0
1638,even,EE,40,6,1,1,0,0
1639,odd,OE,66354,257,0,1,0,0
1640,even,EE,40,6,1,1,0,0
1641,odd,OO,66475,17139080,0,0,1,1
1642,even,EE,40,6,1,1,0,0
1643,odd,OO,66597,17186284,0,0,1,1
1644,even,EE,40,6,1,1,0,0
1645,odd,OE,66718,258,0,1,0,0
1646,even,EE,40,6,1,1,0,0
1647,odd,OE,66840,258,0,1,0,0
1648,even,EE,40,6,1,1,0,0
1649,odd,OE,66962,258,0,1,0,0
1650,even,EE,40,6,1,1,0,0
1651,odd,OE,67084,259,0,1,0,0
1652,even,EE,40,6,1,1,0,0
1653,odd,OE,67206,259,0,1,0,0
1654,even,EE,40,6,1,1,0,0
1655,odd,OE,67328,259,0,1,0,0
1656,even,EE,40,6,1,1,0,0
1657,odd,OE,67450,259,0,1,0,0
1658,even,EE,40,6,1,1,0,0
1659,odd,OE,67572,259,0,1,0,0
1660,even,EE,40,6,1,1,0,0
1661,odd,OE,67694,260,0,1,0,0
1662,even,EE,40,6,1,1,0,0
1663,odd,OE,67816,260,0,1,0,0
1664,even,EE,40,6,1,1,0,0
1665,odd,OO,67939,17708375,0,0,1,1
1666,even,EE,40,6,1,1,0,0
1667,odd,OO,68061,17756096,0,0,1,1
1668,even,EE,40,6,1,1,0,0
1669,odd,OE,68184,261,0,1,0,0
1670,even,EE,40,6,1,1,0,0
1671,odd,OE,68306,261,0,1,0,0
1672,even,EE,40,6,1,1,0,0
1673,odd,OO,68429,17900299,0,0,1,1
1674,even,EE,40,6,1,1,0,0
1675,odd,OE,68552,261,0,1,0,0
1676,even,EE,40,6,1,1,0,0
1677,odd,OO,68675,17996912,0,0,1,1
1678,even,EE,40,6,1,1,0,0
1679,odd,OE,68798,262,0,1,0,0
1680,even,EE,40,6,1,1,0,0
1681,odd,OO,68921,18093698,0,0,1,1
1682,even,EO,41,262,1,1,0,0
1683,odd,OE,69044,262,0,1,0,0
1684,even,EO,41,262,1,1,0,0
1685,odd,OO,69167,18190658,0,0,1,1
1686,even,EO,41,262,1,1,0,0
1687,odd,OE,69290,263,0,1,0,0
1688,even,EO,41,262,1,1,0,0
1689,odd,OO,69413,18287789,0,0,1,1
1690,even,EO,41,262,1,1,0,0
1691,odd,OE,69536,263,0,1,0,0
1692,even,EO,41,262,1,1,0,0
1693,odd,OE,69660,263,0,1,0,0
1694,even,EO,41,262,1,1,0,0
1695,odd,OO,69783,18434206,0,0,1,1
1696,even,EO,41,262,1,1,0,0
1697,odd,OO,69907,18483363,0,0,1,1
1698,even,EO,41,262,1,1,0,0
1699,odd,OE,70030,264,0,1,0,0
1700,even,EO,41,262,1,1,0,0
1701,odd,OE,70154,264,0,1,0,0
1702,even,EO,41,262,1,1,0,0
1703,odd,OE,70278,265,0,1,0,0
1704,even,EO,41,262,1,1,0,0
1705,odd,OE,70402,265,0,1,0,0
1706,even,EO,41,262,1,1,0,0
1707,odd,OE,70526,265,0,1,0,0
1708,even,EO,41,262,1,1,0,0
1709,odd,OE,70650,265,0,1,0,0
1710,even,EO,41,262,1,1,0,0
1711,odd,OE,70774,266,0,1,0,0
1712,even,EO,41,262,1,1,0,0
1713,odd,OE,70898,266,0,1,0,0
1714,even,EO,41,262,1,1,0,0
1715,odd,OE,71022,266,0,1,0,0
1716,even,EO,41,262,1,1,0,0
1717,odd,OE,71146,266,0,1,0,0
1718,even,EO,41,262,1,1,0,0
1719,odd,OO,71271,19026954,0,0,1,1
1720,even,EO,41,262,1,1,0,0
1721,odd,OO,71395,19076631,0,0,1,1
1722,even,EO,41,262,1,1,0,0
1723,odd,OE,71520,267,0,1,0,0
1724,even,EO,41,262,1,1,0,0
1725,odd,OE,71644,267,0,1,0,0
1726,even,EO,41,262,1,1,0,0
1727,odd,OO,71769,19226726,0,0,1,1
1728,even,EO,41,262,1,1,0,0
1729,odd,OO,71893,19276576,0,0,1,1
1730,even,EO,41,262,1,1,0,0
1731,odd,OE,72018,268,0,1,0,0
1732,even,EO,41,262,1,1,0,0
1733,odd,OO,72143,19377212,0,0,1,1
1734,even,EO,41,262,1,1,0,0
1735,odd,OE,72268,268,0,1,0,0
1736,even,EO,41,262,1,1,0,0
1737,odd,OO,72393,19478022,0,0,1,1
1738,even,EO,41,262,1,1,0,0
1739,odd,OE,72518,269,0,1,0,0
1740,even,EO,41,262,1,1,0,0
1741,odd,OO,72643,19579006,0,0,1,1
1742,even,EO,41,262,1,1,0,0
1743,odd,OE,72768,269,0,1,0,0
1744,even,EO,41,262,1,1,0,0
1745,odd,OE,72894,269,0,1,0,0
1746,even,EO,41,262,1,1,0,0
1747,odd,OO,73019,19731214,0,0,1,1
1748,even,EO,41,262,1,1,0,0
1749,odd,OO,73145,19782308,0,0,1,1
1750,even,EO,41,262,1,1,0,0
1751,odd,OE,73270,270,0,1,0,0
1752,even,EO,41,262,1,1,0,0
1753,odd,OE,73396,270,0,1,0,0
1754,even,EO,41,262,1,1,0,0
1755,odd,OO,73521,19935039,0,0,1,1
1756,even,EO,41,262,1,1,0,0
1757,odd,OO,73647,19986308,0,0,1,1
1758,even,EO,41,262,1,1,0,0
1759,odd,OO,73773,20037621,0,0,1,1
1760,even,EO,41,262,1,1,0,0
1761,odd,OO,73899,20088977,0,0,1,1
1762,even,EO,41,262,1,1,0,0
1763,odd,OO,74025,20140378,0,0,1,1
1764,even,EE,42,6,1,1,0,0
1765,odd,OO,74151,20191822,0,0,1,1
1766,even,EE,42,6,1,1,0,0
1767,odd,OO,74277,20243310,0,0,1,1
1768,even,EE,42,6,1,1,0,0
1769,odd,OO,74403,20294841,0,0,1,1
1770,even,EE,42,6,1,1,0,0
1771,odd,OO,74529,20346417,0,0,1,1
1772,even,EE,42,6,1,1,0,0
1773,odd,OO,74655,20398035,0,0,1,1
1774,even,EE,42,6,1,1,0,0
1775,odd,OE,74782,273,0,1,0,0
1776,even,EE,42,6,1,1,0,0
1777,odd,OE,74908,273,0,1,0,0
1778,even,EE,42,6,1,1,0,0
1779,odd,OO,75035,20553975,0,0,1,1
1780,even,EE,42,6,1,1,0,0
1781,odd,OO,75161,20605768,0,0,1,1
1782,even,EE,42,6,1,1,0,0
1783,odd,OE,75288,274,0,1,0,0
1784,even,EE,42,6,1,1,0,0
1785,odd,OE,75414,274,0,1,0,0
1786,even,EE,42,6,1,1,0,0
1787,odd,OO,75541,20762234,0,0,1,1
1788,even,EE,42,6,1,1,0,0
1789,odd,OE,75668,275,0,1,0,0
1790,even,EE,42,6,1,1,0,0
1791,odd,OO,75795,20867039,0,0,1,1
1792,even,EE,42,6,1,1,0,0
1793,odd,OE,75922,275,0,1,0,0
1794,even,EE,42,6,1,1,0,0
1795,odd,OO,76049,20972019,0,0,1,1
1796,even,EE,42,6,1,1,0,0
1797,odd,OE,76176,276,0,1,0,0
1798,even,EE,42,6,1,1,0,0
1799,odd,OO,76303,21077175,0,0,1,1
1800,even,EE,42,6,1,1,0,0
1801,odd,OO,76431,21130234,0,0,1,1
1802,even,EE,42,6,1,1,0,0
1803,odd,OE,76558,276,0,1,0,0
1804,even,EE,42,6,1,1,0,0
1805,odd,OO,76685,21235653,0,0,1,1
1806,even,EE,42,6,1,1,0,0
1807,odd,OO,76813,21288844,0,0,1,1
1808,even,EE,42,6,1,1,0,0
1809,odd,OO,76941,21342079,0,0,1,1
1810,even,EE,42,6,1,1,0,0
1811,odd,OE,77068,277,0,1,0,0
1812,even,EE,42,6,1,1,0,0
1813,odd,OE,77196,277,0,1,0,0
1814,even,EE,42,6,1,1,0,0
1815,odd,OE,77324,278,0,1,0,0
1816,even,EE,42,6,1,1,0,0
1817,odd,OO,77451,21554628,0,0,1,1
1818,even,EE,42,6,1,1,0,0
1819,odd,OO,77579,21608084,0,0,1,1
1820,even,EE,42,6,1,1,0,0
1821,odd,OO,77707,21661584,0,0,1,1
1822,even,EE,42,6,1,1,0,0
1823,odd,OO,77835,21715128,0,0,1,1
1824,even,EE,42,6,1,1,0,0
1825,odd,OE,77964,279,0,1,0,0
1826,even,EE,42,6,1,1,0,0
1827,odd,OE,78092,279,0,1,0,0
1828,even,EE,42,6,1,1,0,0
1829,odd,OE,78220,279,0,1,0,0
1830,even,EE,42,6,1,1,0,0
1831,odd,OE,78348,279,0,1,0,0
1832,even,EE,42,6,1,1,0,0
1833,odd,OO,78477,21984347,0,0,1,1
1834,even,EE,42,6,1,1,0,0
1835,odd,OO,78605,22038156,0,0,1,1
1836,even,EE,42,6,1,1,0,0
1837,odd,OE,78734,280,0,1,0,0
1838,even,EE,42,6,1,1,0,0
1839,odd,OE,78862,280,0,1,0,0
1840,even,EE,42,6,1,1,0,0
1841,odd,OO,78991,22200687,0,0,1,1
1842,even,EE,42,6,1,1,0,0
1843,odd,OE,79120,281,0,1,0,0
1844,even,EE,42,6,1,1,0,0
1845,odd,OO,79249,22309543,0,0,1,1
1846,even,EE,42,6,1,1,0,0
1847,odd,OE,79378,281,0,1,0,0
1848,even,EE,42,6,1,1,0,0
1849,odd,OO,79507,22418577,0,0,1,1
1850,even,EO,43,281,1,1,0,0
1851,odd,OE,79636,282,0,1,0,0
1852,even,EO,43,281,1,1,0,0
1853,odd,OO,79765,22527788,0,0,1,1
1854,even,EO,43,281,1,1,0,0
1855,odd,OE,79894,282,0,1,0,0
1856,even,EO,43,281,1,1,0,0
1857,odd,OO,80023,22637175,0,0,1,1
1858,even,EO,43,281,1,1,0,0
1859,odd,OE,80152,283,0,1,0,0
1860,even,EO,43,281,1,1,0,0
1861,odd,OE,80282,283,0,1,0,0
1862,even,EO,43,281,1,1,0,0
1863,odd,OO,80411,22802013,0,0,1,1
1864,even,EO,43,281,1,1,0,0
1865,odd,OO,80541,22857331,0,0,1,1
1866,even,EO,43,281,1,1,0,0
1867,odd,OE,80670,284,0,1,0,0
1868,even,EO,43,281,1,1,0,0
1869,odd,OE,80800,284,0,1,0,0
1870,even,EO,43,281,1,1,0,0
1871,odd,OE,80930,284,0,1,0,0
1872,even,EO,43,281,1,1,0,0
1873,odd,OE,81060,284,0,1,0,0
1874,even,EO,43,281,1,1,0,0
1875,odd,OO,81189,23133736,0,0,1,1
1876,even,EO,43,281,1,1,0,0
1877,odd,OO,81319,23189321,0,0,1,1
1878,even,EO,43,281,1,1,0,0
1879,odd,OO,81449,23244950,0,0,1,1
1880,even,EO,43,281,1,1,0,0
1881,odd,OO,81579,23300624,0,0,1,1
1882,even,EO,43,281,1,1,0,0
1883,odd,OE,81710,285,0,1,0,0
1884,even,EO,43,281,1,1,0,0
1885,odd,OE,81840,286,0,1,0,0
1886,even,EO,43,281,1,1,0,0
1887,odd,OE,81970,286,0,1,0,0
1888,even,EO,43,281,1,1,0,0
1889,odd,OE,82100,286,0,1,0,0
1890,even,EO,43,281,1,1,0,0
1891,odd,OO,82231,23580518,0,0,1,1
1892,even,EO,43,281,1,1,0,0
1893,odd,OO,82361,23636459,0,0,1,1
1894,even,EO,43,281,1,1,0,0
1895,odd,OE,82492,287,0,1,0,0
1896,even,EO,43,281,1,1,0,0
1897,odd,OO,82623,23749334,0,0,1,1
1898,even,EO,43,281,1,1,0,0
1899,odd,OO,82753,23805407,0,0,1,1
1900,even,EO,43,281,1,1,0,0
1901,odd,OE,82884,287,0,1,0,0
1902,even,EO,43,281,1,1,0,0
1903,odd,OO,83015,23918550,0,0,1,1
1904,even,EO,43,281,1,1,0,0
1905,odd,OE,83146,288,0,1,0,0
1906,even,EO,43,281,1,1,0,0
1907,odd,OO,83277,24031872,0,0,1,1
1908,even,EO,43,281,1,1,0,0
1909,odd,OE,83408,288,0,1,0,0
1910,even,EO,43,281,1,1,0,0
1911,odd,OO,83539,24145372,0,0,1,1
1912,even,EO,43,281,1,1,0,0
1913,odd,OE,83670,289,0,1,0,0
1914,even,EO,43,281,1,1,0,0
1915,odd,OO,83801,24259050,0,0,1,1
1916,even,EO,43,281,1,1,0,0
1917,odd,OO,83933,24316391,0,0,1,1
1918,even,EO,43,281,1,1,0,0
1919,odd,OE,84064,289,0,1,0,0
1920,even,EO,43,281,1,1,0,0
1921,odd,OO,84195,24430336,0,0,1,1
1922,even,EO,43,281,1,1,0,0
1923,odd,OO,84327,24487811,0,0,1,1
1924,even,EO,43,281,1,1,0,0
1925,odd,OO,84459,24545331,0,0,1,1
1926,even,EO,43,281,1,1,0,0
1927,odd,OE,84590,290,0,1,0,0
1928,even,EO,43,281,1,1,0,0
1929,odd,OE,84722,291,0,1,0,0
1930,even,EO,43,281,1,1,0,0
1931,odd,OE,84854,291,0,1,0,0
1932,even,EO,43,281,1,1,0,0
1933,odd,OE,84986,291,0,1,0,0
1934,even,EO,43,281,1,1,0,0
1935,odd,OE,85118,291,0,1,0,0
1936,even,EE,44,6,1,1,0,0
1937,odd,OE,85250,291,0,1,0,0
1938,even,EE,44,6,1,1,0,0
1939,odd,OE,85382,292,0,1,0,0
1940,even,EE,44,6,1,1,0,0
1941,odd,OE,85514,292,0,1,0,0
1942,even,EE,44,6,1,1,0,0
1943,odd,OE,85646,292,0,1,0,0
1944,even,EE,44,6,1,1,0,0
1945,odd,OE,85778,292,0,1,0,0
1946,even,EE,44,6,1,1,0,0
1947,odd,OO,85911,25181010,0,0,1,1
1948,even,EE,44,6,1,1,0,0
1949,odd,OO,86043,25239068,0,0,1,1
1950,even,EE,44,6,1,1,0,0
1951,odd,OO,86175,25297169,0,0,1,1
1952,even,EE,44,6,1,1,0,0
1953,odd,OE,86308,293,0,1,0,0
1954,even,EE,44,6,1,1,0,0
1955,odd,OO,86441,25414389,0,0,1,1
1956,even,EE,44,6,1,1,0,0
1957,odd,OO,86573,25472624,0,0,1,1
1958,even,EE,44,6,1,1,0,0
1959,odd,OE,86706,294,0,1,0,0
1960,even,EE,44,6,1,1,0,0
1961,odd,OO,86839,25590113,0,0,1,1
1962,even,EE,44,6,1,1,0,0
1963,odd,OE,86972,294,0,1,0,0
1964,even,EE,44,6,1,1,0,0
1965,odd,OO,87105,25707783,0,0,1,1
1966,even,EE,44,6,1,1,0,0
1967,odd,OE,87238,295,0,1,0,0
1968,even,EE,44,6,1,1,0,0
1969,odd,OO,87371,25825632,0,0,1,1
1970,even,EE,44,6,1,1,0,0
1971,odd,OE,87504,295,0,1,0,0
1972,even,EE,44,6,1,1,0,0
1973,odd,OO,87637,25943660,0,0,1,1
1974,even,EE,44,6,1,1,0,0
1975,odd,OE,87770,296,0,1,0,0
1976,even,EE,44,6,1,1,0,0
1977,odd,OE,87904,296,0,1,0,0
1978,even,EE,44,6,1,1,0,0
1979,odd,OO,88037,26121484,0,0,1,1
1980,even,EE,44,6,1,1,0,0
1981,odd,OO,88171,26181145,0,0,1,1
1982,even,EE,44,6,1,1,0,0
1983,odd,OE,88304,297,0,1,0,0
1984,even,EE,44,6,1,1,0,0
1985,odd,OE,88438,297,0,1,0,0
1986,even,EE,44,6,1,1,0,0
1987,odd,OE,88572,297,0,1,0,0
1988,even,EE,44,6,1,1,0,0
1989,odd,OO,88705,26419351,0,0,1,1
1990,even,EE,44,6,1,1,0,0
1991,odd,OO,88839,26479238,0,0,1,1
1992,even,EE,44,6,1,1,0,0
1993,odd,OO,88973,26539170,0,0,1,1
1994,even,EE,44,6,1,1,0,0
1995,odd,OO,89107,26599148,0,0,1,1
1996,even,EE,44,6,1,1,0,0
1997,odd,OO,89241,26659171,0,0,1,1
1998,even,EE,44,6,1,1,0,0
1999,odd,OO,89375,26719238,0,0,1,1
2000,even,EE,44,6,1,1,0,0
2001,odd,OO,89509,26779351,0,0,1,1
