root,parent,child,inverse_letter,even_remainder,child_minus_parent,mod3_class,depth,validation_status
1,363,132494,E,725,132131,0,11,ok
1,367,134690,E,1,134323,1,11,ok
1,367,135422,E,733,135055,1,11,ok
1,373,139130,E,1,138757,1,11,ok
1,373,139874,E,745,139501,1,11,ok
1,409,167282,E,1,166873,1,11,ok
1,409,168098,E,817,167689,1,11,ok
1,453,59,O,,-394,0,11,ok
1,453,205210,E,1,204757,0,11,ok
1,453,206114,E,905,205661,0,11,ok
1,457,208850,E,1,208393,1,11,ok
1,457,209762,E,913,209305,1,11,ok
1,459,210682,E,1,210223,0,11,ok
1,459,211598,E,917,211139,0,11,ok
1,435,189226,E,1,188791,0,11,ok
1,435,190094,E,869,189659,0,11,ok
1,439,192722,E,1,192283,1,11,ok
1,439,193598,E,877,193159,1,11,ok
1,475,225626,E,1,225151,1,11,ok
1,475,226574,E,949,226099,1,11,ok
1,819,670762,E,1,669943,0,11,ok
1,819,672398,E,1637,671579,0,11,ok
1,821,674042,E,1,673221,2,11,ok
1,821,675682,E,1641,674861,2,11,ok
1,823,677330,E,1,676507,1,11,ok
1,823,678974,E,1645,678151,1,11,ok
1,825,680626,E,1,679801,0,11,ok
1,825,682274,E,1649,681449,0,11,ok
1,935,874226,E,1,873291,2,11,ok
1,935,876094,E,1869,875159,2,11,ok
1,955,97,O,,-858,1,11,ok
1,955,912026,E,1,911071,1,11,ok
1,955,913934,E,1909,912979,1,11,ok
1,835,697226,E,1,696391,1,11,ok
1,835,698894,E,1669,698059,1,11,ok
1,839,89,O,,-750,2,11,ok
1,839,703922,E,1,703083,2,11,ok
1,839,705598,E,1677,704759,2,11,ok
1,879,772642,E,1,771763,0,11,ok
1,879,774398,E,1757,773519,0,11,ok
1,883,779690,E,1,778807,1,11,ok
1,883,781454,E,1765,780571,1,11,ok
1,6859,361,O,,-6498,1,12,ok
1,25,626,E,1,601,1,12,ok
1,25,674,E,49,649,1,12,ok
1,15700,627,O,,-15073,1,12,ok
1,15850,631,O,,-15219,1,12,ok
1,16152,639,O,,-15513,0,12,ok
1,16228,641,O,,-15587,1,12,ok
1,16304,643,O,,-15661,2,12,ok
1,16380,645,O,,-15735,0,12,ok
1,17226,667,O,,-16559,0,12,ok
1,17928,685,O,,-17243,0,12,ok
1,18798,707,O,,-18091,0,12,ok
1,18878,709,O,,-18169,2,12,ok
1,18958,711,O,,-18247,1,12,ok
1,19038,713,O,,-18325,0,12,ok
1,24650,847,O,,-23803,2,12,ok
1,24912,853,O,,-24059,0,12,ok
1,220062,3645,O,,-216417,0,12,ok
1,220424,3649,O,,-216775,2,12,ok
1,220606,3651,O,,-216955,1,12,ok
1,243086,3895,O,,-239191,2,12,ok
1,243648,3901,O,,-239747,0,12,ok
1,243836,3903,O,,-239933,2,12,ok
1,255738,4029,O,,-251709,0,12,ok
1,255928,4031,O,,-251897,1,12,ok
1,281478,4295,O,,-277183,0,12,ok
1,281674,4297,O,,-277377,1,12,ok
1,283052,4311,O,,-278741,2,12,ok
1,283446,4315,O,,-279131,0,12,ok
1,283840,4319,O,,-279521,1,12,ok
1,285222,4333,O,,-280889,0,12,ok
1,285814,4339,O,,-281475,1,12,ok
1,286012,4341,O,,-281671,1,12,ok
1,289776,4379,O,,-285397,0,12,ok
1,289974,4381,O,,-285593,0,12,ok
1,291962,4401,O,,-287561,2,12,ok
1,292360,4405,O,,-287955,1,12,ok
1,293954,4421,O,,-289533,2,12,ok
1,294154,4423,O,,-289731,1,12,ok
1,296952,4451,O,,-292501,0,12,ok
1,298354,4465,O,,-293889,1,12,ok
1,298554,4467,O,,-294087,0,12,ok
1,299156,4473,O,,-294683,2,12,ok
1,67,4490,E,1,4423,1,12,ok
1,67,4622,E,133,4555,1,12,ok
1,300562,4487,O,,-296075,1,12,ok
1,300964,4491,O,,-296473,1,12,ok
1,301366,4495,O,,-296871,1,12,ok
1,302976,4511,O,,-298465,0,12,ok
1,303178,4513,O,,-298665,1,12,ok
1,307420,4555,O,,-302865,1,12,ok
1,307622,4557,O,,-303065,2,12,ok
1,309244,4573,O,,-304671,1,12,ok
1,309650,4577,O,,-305073,2,12,ok
1,310056,4581,O,,-305475,0,12,ok
1,311478,4595,O,,-306883,0,12,ok
1,311682,4597,O,,-307085,0,12,ok
1,312088,4601,O,,-307487,1,12,ok
1,312292,4603,O,,-307689,1,12,ok
1,313718,4617,O,,-309101,2,12,ok
1,313922,4619,O,,-309303,2,12,ok
1,314126,4621,O,,-309505,2,12,ok
1,314330,4623,O,,-309707,2,12,ok
1,314534,4625,O,,-309909,2,12,ok
1,316576,4645,O,,-311931,1,12,ok
1,316780,4647,O,,-312133,1,12,ok
1,318418,4663,O,,-313755,1,12,ok
1,318828,4667,O,,-314161,0,12,ok
1,320674,4685,O,,-315989,1,12,ok
1,321290,4691,O,,-316599,2,12,ok
1,322730,4705,O,,-318025,2,12,ok
1,324996,4727,O,,-320269,0,12,ok
1,325202,4729,O,,-320473,2,12,ok
1,325408,4731,O,,-320677,1,12,ok
1,326028,4737,O,,-321291,0,12,ok
1,327474,4751,O,,-322723,0,12,ok
1,327888,4755,O,,-323133,0,12,ok
1,328302,4759,O,,-323543,0,12,ok
1,329544,4771,O,,-324773,0,12,ok
1,330166,4777,O,,-325389,1,12,ok
1,282068,4301,O,,-277767,2,12,ok
1,282264,4303,O,,-277961,0,12,ok
1,282658,4307,O,,-278351,1,12,ok
1,306004,4541,O,,-301463,1,12,ok
1,306206,4543,O,,-301663,2,12,ok
1,306408,4545,O,,-301863,0,12,ok
1,306610,4547,O,,-302063,1,12,ok
1,308230,4563,O,,-303667,1,12,ok
1,308838,4569,O,,-304269,0,12,ok
1,313106,4611,O,,-308495,2,12,ok
1,313310,4613,O,,-308697,2,12,ok
1,313514,4615,O,,-308899,2,12,ok
1,324790,4725,O,,-320065,1,12,ok
1,326234,4739,O,,-321495,2,12,ok
1,326854,4745,O,,-322109,1,12,ok
1,335572,4829,O,,-330743,1,12,ok
1,335780,4831,O,,-330949,2,12,ok
1,337658,4849,O,,-332809,2,12,ok
1,338076,4853,O,,-333223,0,12,ok
1,338494,4857,O,,-333637,1,12,ok
1,338704,4859,O,,-333845,1,12,ok
1,340168,4873,O,,-335295,1,12,ok
1,340378,4875,O,,-335503,1,12,ok
1,341006,4881,O,,-336125,2,12,ok
1,356846,5031,O,,-351815,2,12,ok
1,357272,5035,O,,-352237,2,12,ok
1,576274,6925,O,,-569349,1,12,ok
1,576524,6927,O,,-569597,2,12,ok
1,576774,6929,O,,-569845,0,12,ok
1,595604,7079,O,,-588525,2,12,ok
1,595856,7081,O,,-588775,2,12,ok
1,85,7226,E,1,7141,1,12,ok
1,85,7394,E,169,7309,1,12,ok
1,613360,7219,O,,-606141,1,12,ok
1,613870,7223,O,,-606647,1,12,ok
1,614380,7227,O,,-607153,1,12,ok
1,616676,7245,O,,-609431,2,12,ok
1,616932,7247,O,,-609685,0,12,ok
1,617442,7251,O,,-610191,0,12,ok
1,617698,7253,O,,-610445,1,12,ok
1,620766,7277,O,,-613489,0,12,ok
1,623584,7299,O,,-616285,1,12,ok
1,623840,7301,O,,-616539,2,12,ok
1,624096,7303,O,,-616793,0,12,ok
1,645236,7467,O,,-637769,2,12,ok
1,645496,7469,O,,-638027,1,12,ok
1,646014,7473,O,,-638541,0,12,ok
1,646274,7475,O,,-638799,2,12,ok
1,664776,7617,O,,-657159,0,12,ok
1,665038,7619,O,,-657419,1,12,ok
1,665300,7621,O,,-657679,2,12,ok
1,665562,7623,O,,-657939,0,12,ok
1,665824,7625,O,,-658199,1,12,ok
1,668708,7647,O,,-661061,2,12,ok
1,668970,7649,O,,-661321,0,12,ok
1,684510,7767,O,,-676743,0,12,ok
1,684774,7769,O,,-677005,0,12,ok
1,685568,7775,O,,-677793,2,12,ok
1,687420,7789,O,,-679631,0,12,ok
1,687950,7793,O,,-680157,2,12,ok
1,688744,7799,O,,-680945,1,12,ok
1,709512,7955,O,,-701557,0,12,ok
1,709780,7957,O,,-701823,1,12,ok
1,710048,7959,O,,-702089,2,12,ok
1,712458,7977,O,,-704481,0,12,ok
1,712726,7979,O,,-704747,1,12,ok
1,712994,7981,O,,-705013,2,12,ok
1,713262,7983,O,,-705279,0,12,ok
1,713530,7985,O,,-705545,1,12,ok
1,713798,7987,O,,-705811,2,12,ok
1,715944,8003,O,,-707941,0,12,ok
1,716212,8005,O,,-708207,1,12,ok
1,717018,8011,O,,-709007,0,12,ok
1,717286,8013,O,,-709273,1,12,ok
1,719436,8029,O,,-711407,0,12,ok
1,719704,8031,O,,-711673,1,12,ok
1,720242,8035,O,,-712207,2,12,ok
1,720780,8039,O,,-712741,0,12,ok
1,722664,8053,O,,-714611,0,12,ok
1,723202,8057,O,,-715145,1,12,ok
1,723472,8059,O,,-715413,1,12,ok
1,724010,8063,O,,-715947,2,12,ok
1,726166,8079,O,,-718087,1,12,ok
1,726436,8081,O,,-718355,1,12,ok
1,726706,8083,O,,-718623,1,12,ok
1,732918,8129,O,,-724789,0,12,ok
1,733730,8135,O,,-725595,2,12,ok
1,734000,8137,O,,-725863,2,12,ok
1,736166,8153,O,,-728013,2,12,ok
1,736708,8157,O,,-728551,1,12,ok
1,737250,8161,O,,-729089,0,12,ok
1,737792,8165,O,,-729627,2,12,ok
1,739690,8179,O,,-731511,1,12,ok
1,739962,8181,O,,-731781,0,12,ok
1,740776,8187,O,,-732589,1,12,ok
1,743220,8205,O,,-735015,0,12,ok
1,743492,8207,O,,-735285,2,12,ok
1,743764,8209,O,,-735555,1,12,ok
1,744036,8211,O,,-735825,0,12,ok
1,744308,8213,O,,-736095,2,12,ok
1,746756,8231,O,,-738525,2,12,ok
1,747028,8233,O,,-738795,1,12,ok
1,747300,8235,O,,-739065,0,12,ok
1,747572,8237,O,,-739335,2,12,ok
1,750024,8255,O,,-741769,0,12,ok
1,750842,8261,O,,-742581,2,12,ok
1,751388,8265,O,,-743123,2,12,ok
1,751660,8267,O,,-743393,1,12,ok
1,91,8282,E,1,8191,1,12,ok
1,91,8462,E,181,8371,1,12,ok
1,753844,8283,O,,-745561,1,12,ok
1,754390,8287,O,,-746103,1,12,ok
1,754936,8291,O,,-746645,1,12,ok
1,757122,8307,O,,-748815,0,12,ok
1,757396,8309,O,,-749087,1,12,ok
1,758216,8315,O,,-749901,2,12,ok
1,758490,8317,O,,-750173,0,12,ok
1,760406,8331,O,,-752075,2,12,ok
1,760680,8333,O,,-752347,0,12,ok
1,760954,8335,O,,-752619,1,12,ok
1,763968,8357,O,,-755611,0,12,ok
1,765066,8365,O,,-756701,0,12,ok
1,765340,8367,O,,-756973,1,12,ok
1,765614,8369,O,,-757245,2,12,ok
1,767536,8383,O,,-759153,1,12,ok
1,768086,8387,O,,-759699,2,12,ok
1,768360,8389,O,,-759971,0,12,ok
1,768910,8393,O,,-760517,1,12,ok
1,771110,8409,O,,-762701,2,12,ok
1,771660,8413,O,,-763247,0,12,ok
1,772486,8419,O,,-764067,1,12,ok
1,774964,8437,O,,-766527,1,12,ok
1,775240,8439,O,,-766801,1,12,ok
1,775516,8441,O,,-767075,1,12,ok
1,777998,8459,O,,-769539,2,12,ok
1,778274,8461,O,,-769813,2,12,ok
1,778550,8463,O,,-770087,2,12,ok
1,778826,8465,O,,-770361,2,12,ok
1,779102,8467,O,,-770635,2,12,ok
1,779378,8469,O,,-770909,2,12,ok
1,779654,8471,O,,-771183,2,12,ok
1,781864,8487,O,,-773377,1,12,ok
1,782140,8489,O,,-773651,1,12,ok
1,782416,8491,O,,-773925,1,12,ok
1,785182,8511,O,,-776671,1,12,ok
1,785736,8515,O,,-777221,0,12,ok
1,786290,8519,O,,-777771,2,12,ok
1,789060,8539,O,,-780521,0,12,ok
1,789338,8541,O,,-780797,2,12,ok
1,789892,8545,O,,-781347,1,12,ok
1,790170,8547,O,,-781623,0,12,ok
1,792112,8561,O,,-783551,1,12,ok
1,793222,8569,O,,-784653,1,12,ok
1,793500,8571,O,,-784929,0,12,ok
1,793778,8573,O,,-785205,2,12,ok
1,797392,8599,O,,-788793,1,12,ok
1,799340,8613,O,,-790727,2,12,ok
1,799618,8615,O,,-791003,1,12,ok
1,800454,8621,O,,-791833,0,12,ok
1,800732,8623,O,,-792109,2,12,ok
1,93,8650,E,1,8557,0,12,ok
1,93,8834,E,185,8741,0,12,ok
1,802962,8639,O,,-794323,0,12,ok
1,803520,8643,O,,-794877,0,12,ok
1,804078,8647,O,,-795431,0,12,ok
1,806590,8665,O,,-797925,1,12,ok
1,807148,8669,O,,-798479,1,12,ok
1,807986,8675,O,,-799311,2,12,ok
1,711118,7967,O,,-703151,1,12,ok
1,711386,7969,O,,-703417,2,12,ok
1,711654,7971,O,,-703683,0,12,ok
1,711922,7973,O,,-703949,1,12,ok
1,712190,7975,O,,-704215,2,12,ok
1,731296,8117,O,,-723179,1,12,ok
1,731566,8119,O,,-723447,1,12,ok
1,731836,8121,O,,-723715,1,12,ok
1,732648,8127,O,,-724521,0,12,ok
1,734812,8143,O,,-726669,1,12,ok
1,735354,8147,O,,-727207,0,12,ok
1,735624,8149,O,,-727475,0,12,ok
1,738334,8169,O,,-730165,1,12,ok
1,739148,8175,O,,-730973,2,12,ok
1,741590,8193,O,,-733397,2,12,ok
1,741862,8195,O,,-733667,1,12,ok
1,742134,8197,O,,-733937,0,12,ok
1,762872,8349,O,,-754523,2,12,ok
1,763146,8351,O,,-754795,0,12,ok
1,763420,8353,O,,-755067,1,12,ok
1,763694,8355,O,,-755339,2,12,ok
1,766438,8375,O,,-758063,1,12,ok
1,766712,8377,O,,-758335,2,12,ok
1,767262,8381,O,,-758881,0,12,ok
1,790724,8551,O,,-782173,2,12,ok
1,791002,8553,O,,-782449,1,12,ok
1,791834,8559,O,,-783275,2,12,ok
1,840898,8909,O,,-831989,1,12,ok
1,841464,8913,O,,-832551,0,12,ok
1,842314,8919,O,,-833395,1,12,ok
1,859370,9039,O,,-850331,2,12,ok
1,859656,9041,O,,-850615,0,12,ok
1,860226,9045,O,,-851181,0,12,ok
1,861082,9051,O,,-852031,1,12,ok
1,870518,9117,O,,-861401,2,12,ok
1,870804,9119,O,,-861685,0,12,ok
1,871664,9125,O,,-862539,2,12,ok
1,871950,9127,O,,-862823,0,12,ok
1,117,13690,E,1,13573,0,12,ok
1,117,13922,E,233,13805,0,12,ok
1,121,14642,E,1,14521,1,12,ok
1,121,14882,E,241,14761,1,12,ok
1,116328,2383,O,,-113945,0,12,ok
1,116474,2385,O,,-114089,2,12,ok
1,116768,2389,O,,-114379,2,12,ok
1,116914,2391,O,,-114523,1,12,ok
1,49,2402,E,1,2353,1,12,ok
1,49,2498,E,97,2449,1,12,ok
1,117796,2403,O,,-115393,1,12,ok
1,118090,2407,O,,-115683,1,12,ok
1,121046,2447,O,,-118599,2,12,ok
1,140686,2705,O,,-137981,1,12,ok
1,140842,2707,O,,-138135,1,12,ok
1,140998,2709,O,,-138289,1,12,ok
1,141154,2711,O,,-138443,1,12,ok
1,141310,2713,O,,-138597,1,12,ok
1,153030,2861,O,,-150169,0,12,ok
1,153190,2863,O,,-150327,1,12,ok
1,179240,3179,O,,-176061,2,12,ok
1,179578,3183,O,,-176395,1,12,ok
1,179748,3185,O,,-176563,0,12,ok
1,104528,2219,O,,-102309,2,12,ok
1,104670,2221,O,,-102449,0,12,ok
1,131276,2583,O,,-128693,2,12,ok
1,131428,2585,O,,-128843,1,12,ok
1,131734,2589,O,,-129145,1,12,ok
1,51,2602,E,1,2551,0,12,ok
1,51,2702,E,101,2651,0,12,ok
1,132498,2599,O,,-129899,0,12,ok
1,132804,2603,O,,-130201,0,12,ok
1,133110,2607,O,,-130503,0,12,ok
1,134030,2619,O,,-131411,2,12,ok
1,134644,2627,O,,-132017,1,12,ok
1,135568,2639,O,,-132929,1,12,ok
1,135722,2641,O,,-133081,2,12,ok
1,135876,2643,O,,-133233,0,12,ok
1,137112,2659,O,,-134453,0,12,ok
1,137422,2663,O,,-134759,1,12,ok
1,137576,2665,O,,-134911,2,12,ok
1,138662,2679,O,,-135983,2,12,ok
1,139128,2685,O,,-136443,0,12,ok
1,139906,2695,O,,-137211,1,12,ok
1,140062,2697,O,,-137365,1,12,ok
1,140218,2699,O,,-137519,1,12,ok
1,140374,2701,O,,-137673,1,12,ok
1,140530,2703,O,,-137827,1,12,ok
1,141466,2715,O,,-138751,1,12,ok
1,141936,2721,O,,-139215,0,12,ok
1,142092,2723,O,,-139369,0,12,ok
1,143032,2735,O,,-140297,1,12,ok
1,143346,2739,O,,-140607,0,12,ok
1,144604,2755,O,,-141849,1,12,ok
1,144762,2757,O,,-142005,0,12,ok
1,146024,2773,O,,-143251,2,12,ok
1,146182,2775,O,,-143407,1,12,ok
1,146340,2777,O,,-143563,0,12,ok
1,146498,2779,O,,-143719,2,12,ok
1,146656,2781,O,,-143875,1,12,ok
1,147606,2793,O,,-144813,0,12,ok
1,147924,2797,O,,-145127,0,12,ok
1,148082,2799,O,,-145283,2,12,ok
1,149036,2811,O,,-146225,2,12,ok
1,149354,2815,O,,-146539,2,12,ok
1,149672,2819,O,,-146853,2,12,ok
1,150948,2835,O,,-148113,0,12,ok
1,151108,2837,O,,-148271,1,12,ok
1,151268,2839,O,,-148429,2,12,ok
1,152228,2851,O,,-149377,2,12,ok
1,152388,2853,O,,-149535,0,12,ok
1,152548,2855,O,,-149693,1,12,ok
1,153672,2869,O,,-150803,0,12,ok
1,154154,2875,O,,-151279,2,12,ok
1,155282,2889,O,,-152393,2,12,ok
1,155604,2893,O,,-152711,0,12,ok
1,155766,2895,O,,-152871,0,12,ok
1,158518,2929,O,,-155589,1,12,ok
1,158680,2931,O,,-155749,1,12,ok
1,159168,2937,O,,-156231,0,12,ok
1,136494,2651,O,,-133843,0,12,ok
1,136648,2653,O,,-133995,1,12,ok
1,145392,2765,O,,-142627,0,12,ok
1,145550,2767,O,,-142783,2,12,ok
1,145708,2769,O,,-142939,1,12,ok
1,145866,2771,O,,-143095,0,12,ok
1,53,2810,E,1,2757,2,12,ok
1,53,2914,E,105,2861,2,12,ok
1,148400,2803,O,,-145597,2,12,ok
1,148718,2807,O,,-145911,2,12,ok
1,154476,2879,O,,-151597,0,12,ok
1,154798,2883,O,,-151915,1,12,ok
1,155120,2887,O,,-152233,2,12,ok
1,156250,2901,O,,-153349,1,12,ok
1,156412,2903,O,,-153509,1,12,ok
1,164070,2997,O,,-161073,0,12,ok
1,164234,2999,O,,-161235,2,12,ok
1,164398,3001,O,,-161397,1,12,ok
1,55,3026,E,1,2971,1,12,ok
1,55,3134,E,109,3079,1,12,ok
1,165880,3019,O,,-162861,1,12,ok
1,166210,3023,O,,-163187,1,12,ok
1,175700,3137,O,,-172563,2,12,ok
1,175868,3139,O,,-172729,2,12,ok
1,176036,3141,O,,-172895,2,12,ok
1,176204,3143,O,,-173061,2,12,ok
1,176372,3145,O,,-173227,2,12,ok
1,177382,3157,O,,-174225,1,12,ok
1,177720,3161,O,,-174559,0,12,ok
1,177888,3163,O,,-174725,0,12,ok
1,187592,3277,O,,-184315,2,12,ok
1,196244,3377,O,,-192867,2,12,ok
1,197640,3393,O,,-194247,0,12,ok
1,197990,3397,O,,-194593,2,12,ok
1,199040,3409,O,,-195631,2,12,ok
1,199390,3413,O,,-195977,1,12,ok
1,200794,3429,O,,-197365,1,12,ok
1,203082,3455,O,,-199627,0,12,ok
1,203258,3457,O,,-199801,2,12,ok
1,204494,3471,O,,-201023,2,12,ok
1,204848,3475,O,,-201373,2,12,ok
1,205202,3479,O,,-201723,2,12,ok
1,206264,3491,O,,-202773,2,12,ok
1,206796,3497,O,,-203299,0,12,ok
1,206974,3499,O,,-203475,1,12,ok
1,209998,3533,O,,-206465,1,12,ok
1,210176,3535,O,,-206641,2,12,ok
1,210354,3537,O,,-206817,0,12,ok
1,211962,3555,O,,-208407,0,12,ok
1,212320,3559,O,,-208761,1,12,ok
1,213574,3573,O,,-210001,1,12,ok
1,214112,3579,O,,-210533,2,12,ok
1,214292,3581,O,,-210711,2,12,ok
1,215370,3593,O,,-211777,0,12,ok
1,215550,3595,O,,-211955,0,12,ok
1,215730,3597,O,,-212133,0,12,ok
1,215910,3599,O,,-212311,0,12,ok
1,216090,3601,O,,-212489,0,12,ok
1,217712,3619,O,,-214093,2,12,ok
1,217892,3621,O,,-214271,2,12,ok
1,219338,3637,O,,-215701,2,12,ok
1,219700,3641,O,,-216059,1,12,ok
1,220968,3655,O,,-217313,0,12,ok
1,221150,3657,O,,-217493,2,12,ok
1,221694,3663,O,,-218031,0,12,ok
1,222966,3677,O,,-219289,0,12,ok
1,223148,3679,O,,-219469,2,12,ok
1,223330,3681,O,,-219649,1,12,ok
1,223512,3683,O,,-219829,0,12,ok
1,223694,3685,O,,-220009,2,12,ok
1,224788,3697,O,,-221091,1,12,ok
1,224970,3699,O,,-221271,0,12,ok
1,225518,3705,O,,-221813,2,12,ok
1,61,3722,E,1,3661,1,12,ok
1,61,3842,E,121,3781,1,12,ok
1,226798,3719,O,,-223079,1,12,ok
1,227164,3723,O,,-223441,1,12,ok
1,228996,3743,O,,-225253,0,12,ok
1,229180,3745,O,,-225435,1,12,ok
1,229364,3747,O,,-225617,2,12,ok
1,230466,3759,O,,-226707,0,12,ok
1,230650,3761,O,,-226889,1,12,ok
1,230834,3763,O,,-227071,2,12,ok
1,231018,3765,O,,-227253,0,12,ok
1,231202,3767,O,,-227435,1,12,ok
1,232862,3785,O,,-229077,2,12,ok
1,233046,3787,O,,-229259,0,12,ok
1,196418,3379,O,,-193039,2,12,ok
1,196592,3381,O,,-193211,2,12,ok
1,197116,3387,O,,-193729,1,12,ok
1,123278,2477,O,,-120801,2,12,ok
1,123428,2479,O,,-120949,2,12,ok
1,123876,2485,O,,-121391,0,12,ok
1,131886,2591,O,,-129295,0,12,ok
1,132192,2595,O,,-129597,0,12,ok
1,134798,2629,O,,-132169,2,12,ok
1,134952,2631,O,,-132321,0,12,ok
1,135106,2633,O,,-132473,1,12,ok
1,135260,2635,O,,-132625,2,12,ok
1,135414,2637,O,,-132777,0,12,ok
1,139284,2687,O,,-136597,0,12,ok
1,139750,2693,O,,-137057,1,12,ok
1,167696,3041,O,,-164655,2,12,ok
1,167862,3043,O,,-164819,0,12,ok
1,59,3482,E,1,3423,2,12,ok
1,59,3598,E,117,3539,2,12,ok
1,205556,3483,O,,-202073,2,12,ok
1,205910,3487,O,,-202423,2,12,ok
1,210890,3543,O,,-207347,2,12,ok
1,211068,3545,O,,-207523,0,12,ok
1,211426,3549,O,,-207877,1,12,ok
1,189312,3297,O,,-186015,0,12,ok
1,189484,3299,O,,-186185,1,12,ok
1,189656,3301,O,,-186355,2,12,ok
1,193114,3341,O,,-189773,1,12,ok
1,226066,3711,O,,-222355,1,12,ok
1,226432,3715,O,,-222717,1,12,ok
1,670808,7663,O,,-663145,2,12,ok
1,671070,7665,O,,-663405,0,12,ok
1,671596,7669,O,,-663927,1,12,ok
1,671858,7671,O,,-664187,2,12,ok
1,672384,7675,O,,-664709,0,12,ok
1,674224,7689,O,,-666535,1,12,ok
1,675014,7695,O,,-667319,2,12,ok
1,675540,7699,O,,-667841,0,12,ok
1,677384,7713,O,,-669671,2,12,ok
1,678174,7719,O,,-670455,0,12,ok
1,678438,7721,O,,-670717,0,12,ok
1,680812,7739,O,,-673073,1,12,ok
1,681076,7741,O,,-673335,1,12,ok
1,681340,7743,O,,-673597,1,12,ok
1,681604,7745,O,,-673859,1,12,ok
1,681868,7747,O,,-674121,1,12,ok
1,682132,7749,O,,-674383,1,12,ok
1,874244,9143,O,,-865101,2,12,ok
1,874818,9147,O,,-865671,0,12,ok
1,875392,9151,O,,-866241,1,12,ok
1,875966,9155,O,,-866811,2,12,ok
1,97,9410,E,1,9313,1,12,ok
1,97,9602,E,193,9505,1,12,ok
1,912382,9407,O,,-902975,1,12,ok
1,912964,9411,O,,-903553,1,12,ok
1,913546,9415,O,,-904131,1,12,ok
1,697240,7863,O,,-689377,1,12,ok
1,697506,7865,O,,-689641,0,12,ok
1,697772,7867,O,,-689905,2,12,ok
1,698038,7869,O,,-690169,1,12,ok
1,698304,7871,O,,-690433,0,12,ok
1,698570,7873,O,,-690697,2,12,ok
1,698836,7875,O,,-690961,1,12,ok
1,89,7922,E,1,7833,2,12,ok
1,89,8098,E,177,8009,2,12,ok
1,704168,7915,O,,-696253,2,12,ok
1,704702,7919,O,,-696783,2,12,ok
1,705236,7923,O,,-697313,2,12,ok
1,773036,8423,O,,-764613,2,12,ok
1,773312,8425,O,,-764887,2,12,ok
1,773862,8429,O,,-765433,0,12,ok
1,774138,8431,O,,-765707,0,12,ok
1,779930,8473,O,,-771457,2,12,ok
1,780206,8475,O,,-771731,2,12,ok
1,780482,8477,O,,-772005,2,12,ok
1,780758,8479,O,,-772279,2,12,ok
3,3,10,E,1,7,0,1,ok
3,3,14,E,5,11,0,1,ok
3,10,100,E,0,90,1,2,ok
3,10,120,E,20,110,1,2,ok
3,12,144,E,0,132,0,2,ok
3,12,168,E,24,156,0,2,ok
3,14,196,E,0,182,2,2,ok
3,14,224,E,28,210,2,2,ok
3,100,10000,E,0,9900,1,3,ok
3,100,10200,E,200,10100,1,3,ok
3,102,10404,E,0,10302,0,3,ok
3,102,10608,E,204,10506,0,3,ok
3,104,10816,E,0,10712,2,3,ok
3,104,11024,E,208,10920,2,3,ok
3,106,11236,E,0,11130,1,3,ok
3,106,11448,E,212,11342,1,3,ok
3,108,11664,E,0,11556,0,3,ok
3,108,11880,E,216,11772,0,3,ok
3,110,23,O,,-87,2,3,ok
3,110,12100,E,0,11990,2,3,ok
3,110,12320,E,220,12210,2,3,ok
3,112,12544,E,0,12432,1,3,ok
3,112,12768,E,224,12656,1,3,ok
3,114,12996,E,0,12882,0,3,ok
3,114,13224,E,228,13110,0,3,ok
3,116,13456,E,0,13340,2,3,ok
3,116,13688,E,232,13572,2,3,ok
3,118,13924,E,0,13806,1,3,ok
3,118,14160,E,236,14042,1,3,ok
3,120,14400,E,0,14280,0,3,ok
3,120,14640,E,240,14520,0,3,ok
3,144,20736,E,0,20592,0,3,ok
3,144,21024,E,288,20880,0,3,ok
3,146,21316,E,0,21170,2,3,ok
3,146,21608,E,292,21462,2,3,ok
3,148,21904,E,0,21756,1,3,ok
3,148,22200,E,296,22052,1,3,ok
3,150,22500,E,0,22350,0,3,ok
3,150,22800,E,300,22650,0,3,ok
3,152,23104,E,0,22952,2,3,ok
3,152,23408,E,304,23256,2,3,ok
3,154,23716,E,0,23562,1,3,ok
3,154,24024,E,308,23870,1,3,ok
3,156,29,O,,-127,0,3,ok
3,156,24336,E,0,24180,0,3,ok
3,156,24648,E,312,24492,0,3,ok
3,158,24964,E,0,24806,2,3,ok
3,158,25280,E,316,25122,2,3,ok
3,160,25600,E,0,25440,1,3,ok
3,160,25920,E,320,25760,1,3,ok
3,162,26244,E,0,26082,0,3,ok
3,162,26568,E,324,26406,0,3,ok
3,164,26896,E,0,26732,2,3,ok
3,164,27224,E,328,27060,2,3,ok
3,166,27556,E,0,27390,1,3,ok
3,166,27888,E,332,27722,1,3,ok
3,168,28224,E,0,28056,0,3,ok
3,168,28560,E,336,28392,0,3,ok
3,196,38416,E,0,38220,1,3,ok
3,196,38808,E,392,38612,1,3,ok
3,198,39204,E,0,39006,0,3,ok
3,198,39600,E,396,39402,0,3,ok
3,200,40000,E,0,39800,2,3,ok
3,200,40400,E,400,40200,2,3,ok
3,202,40804,E,0,40602,1,3,ok
3,202,41208,E,404,41006,1,3,ok
3,204,41616,E,0,41412,0,3,ok
3,204,42024,E,408,41820,0,3,ok
3,206,42436,E,0,42230,2,3,ok
3,206,42848,E,412,42642,2,3,ok
3,208,43264,E,0,43056,1,3,ok
