m,c_m,lower_n,upper_n,odd_count,even_count,exact_status
552,0,,,0,0,ODD_CELL_UNIQUE
553,0,,,0,0,ODD_CELL_UNIQUE
554,0,,,0,0,ODD_CELL_UNIQUE
555,0,,,0,0,ODD_CELL_UNIQUE
556,0,,,0,0,ODD_CELL_UNIQUE
557,0,,,0,0,ODD_CELL_UNIQUE
558,0,,,0,0,ODD_CELL_UNIQUE
559,0,,,0,0,ODD_CELL_UNIQUE
560,0,68,68,0,1,ODD_CELL_UNIQUE
561,0,,,0,0,ODD_CELL_UNIQUE
562,0,,,0,0,ODD_CELL_UNIQUE
563,0,,,0,0,ODD_CELL_UNIQUE
564,0,,,0,0,ODD_CELL_UNIQUE
565,0,,,0,0,ODD_CELL_UNIQUE
566,0,,,0,0,ODD_CELL_UNIQUE
567,0,,,0,0,ODD_CELL_UNIQUE
568,0,,,0,0,ODD_CELL_UNIQUE
569,0,,,0,0,ODD_CELL_UNIQUE
570,0,,,0,0,ODD_CELL_UNIQUE
571,0,,,0,0,ODD_CELL_UNIQUE
572,0,,,0,0,ODD_CELL_UNIQUE
573,1,69,69,1,0,ODD_CELL_UNIQUE
574,0,,,0,0,ODD_CELL_UNIQUE
575,0,,,0,0,ODD_CELL_UNIQUE
576,0,,,0,0,ODD_CELL_UNIQUE
577,0,,,0,0,ODD_CELL_UNIQUE
578,0,,,0,0,ODD_CELL_UNIQUE
579,0,,,0,0,ODD_CELL_UNIQUE
580,0,,,0,0,ODD_CELL_UNIQUE
581,0,,,0,0,ODD_CELL_UNIQUE
582,0,,,0,0,ODD_CELL_UNIQUE
583,0,,,0,0,ODD_CELL_UNIQUE
584,0,,,0,0,ODD_CELL_UNIQUE
585,0,70,70,0,1,ODD_CELL_UNIQUE
586,0,,,0,0,ODD_CELL_UNIQUE
587,0,,,0,0,ODD_CELL_UNIQUE
588,0,,,0,0,ODD_CELL_UNIQUE
589,0,,,0,0,ODD_CELL_UNIQUE
590,0,,,0,0,ODD_CELL_UNIQUE
591,0,,,0,0,ODD_CELL_UNIQUE
592,0,,,0,0,ODD_CELL_UNIQUE
593,0,,,0,0,ODD_CELL_UNIQUE
594,0,,,0,0,ODD_CELL_UNIQUE
595,0,,,0,0,ODD_CELL_UNIQUE
596,0,,,0,0,ODD_CELL_UNIQUE
597,0,,,0,0,ODD_CELL_UNIQUE
598,1,71,71,1,0,ODD_CELL_UNIQUE
599,0,,,0,0,ODD_CELL_UNIQUE
600,0,,,0,0,ODD_CELL_UNIQUE
601,0,,,0,0,ODD_CELL_UNIQUE
602,0,,,0,0,ODD_CELL_UNIQUE
603,0,,,0,0,ODD_CELL_UNIQUE
604,0,,,0,0,ODD_CELL_UNIQUE
605,0,,,0,0,ODD_CELL_UNIQUE
606,0,,,0,0,ODD_CELL_UNIQUE
607,0,,,0,0,ODD_CELL_UNIQUE
608,0,,,0,0,ODD_CELL_UNIQUE
609,0,,,0,0,ODD_CELL_UNIQUE
610,0,72,72,0,1,ODD_CELL_UNIQUE
611,0,,,0,0,ODD_CELL_UNIQUE
612,0,,,0,0,ODD_CELL_UNIQUE
613,0,,,0,0,ODD_CELL_UNIQUE
614,0,,,0,0,ODD_CELL_UNIQUE
615,0,,,0,0,ODD_CELL_UNIQUE
616,0,,,0,0,ODD_CELL_UNIQUE
617,0,,,0,0,ODD_CELL_UNIQUE
618,0,,,0,0,ODD_CELL_UNIQUE
619,0,,,0,0,ODD_CELL_UNIQUE
620,0,,,0,0,ODD_CELL_UNIQUE
621,0,,,0,0,ODD_CELL_UNIQUE
622,0,,,0,0,ODD_CELL_UNIQUE
623,1,73,73,1,0,ODD_CELL_UNIQUE
624,0,,,0,0,ODD_CELL_UNIQUE
625,0,,,0,0,ODD_CELL_UNIQUE
626,0,,,0,0,ODD_CELL_UNIQUE
627,0,,,0,0,ODD_CELL_UNIQUE
628,0,,,0,0,ODD_CELL_UNIQUE
629,0,,,0,0,ODD_CELL_UNIQUE
630,0,,,0,0,ODD_CELL_UNIQUE
631,0,,,0,0,ODD_CELL_UNIQUE
632,0,,,0,0,ODD_CELL_UNIQUE
633,0,,,0,0,ODD_CELL_UNIQUE
634,0,,,0,0,ODD_CELL_UNIQUE
635,0,,,0,0,ODD_CELL_UNIQUE
636,0,74,74,0,1,ODD_CELL_UNIQUE
637,0,,,0,0,ODD_CELL_UNIQUE
638,0,,,0,0,ODD_CELL_UNIQUE
639,0,,,0,0,ODD_CELL_UNIQUE
640,0,,,0,0,ODD_CELL_UNIQUE
641,0,,,0,0,ODD_CELL_UNIQUE
642,0,,,0,0,ODD_CELL_UNIQUE
643,0,,,0,0,ODD_CELL_UNIQUE
644,0,,,0,0,ODD_CELL_UNIQUE
645,0,,,0,0,ODD_CELL_UNIQUE
646,0,,,0,0,ODD_CELL_UNIQUE
647,0,,,0,0,ODD_CELL_UNIQUE
648,0,,,0,0,ODD_CELL_UNIQUE
649,1,75,75,1,0,ODD_CELL_UNIQUE
650,0,,,0,0,ODD_CELL_UNIQUE
651,0,,,0,0,ODD_CELL_UNIQUE
652,0,,,0,0,ODD_CELL_UNIQUE
653,0,,,0,0,ODD_CELL_UNIQUE
654,0,,,0,0,ODD_CELL_UNIQUE
655,0,,,0,0,ODD_CELL_UNIQUE
656,0,,,0,0,ODD_CELL_UNIQUE
657,0,,,0,0,ODD_CELL_UNIQUE
658,0,,,0,0,ODD_CELL_UNIQUE
659,0,,,0,0,ODD_CELL_UNIQUE
660,0,,,0,0,ODD_CELL_UNIQUE
661,0,,,0,0,ODD_CELL_UNIQUE
662,0,76,76,0,1,ODD_CELL_UNIQUE
663,0,,,0,0,ODD_CELL_UNIQUE
664,0,,,0,0,ODD_CELL_UNIQUE
665,0,,,0,0,ODD_CELL_UNIQUE
666,0,,,0,0,ODD_CELL_UNIQUE
667,0,,,0,0,ODD_CELL_UNIQUE
668,0,,,0,0,ODD_CELL_UNIQUE
669,0,,,0,0,ODD_CELL_UNIQUE
670,0,,,0,0,ODD_CELL_UNIQUE
671,0,,,0,0,ODD_CELL_UNIQUE
672,0,,,0,0,ODD_CELL_UNIQUE
673,0,,,0,0,ODD_CELL_UNIQUE
674,0,,,0,0,ODD_CELL_UNIQUE
675,1,77,77,1,0,ODD_CELL_UNIQUE
676,0,,,0,0,ODD_CELL_UNIQUE
677,0,,,0,0,ODD_CELL_UNIQUE
678,0,,,0,0,ODD_CELL_UNIQUE
679,0,,,0,0,ODD_CELL_UNIQUE
680,0,,,0,0,ODD_CELL_UNIQUE
681,0,,,0,0,ODD_CELL_UNIQUE
682,0,,,0,0,ODD_CELL_UNIQUE
683,0,,,0,0,ODD_CELL_UNIQUE
684,0,,,0,0,ODD_CELL_UNIQUE
685,0,,,0,0,ODD_CELL_UNIQUE
686,0,,,0,0,ODD_CELL_UNIQUE
687,0,,,0,0,ODD_CELL_UNIQUE
688,0,78,78,0,1,ODD_CELL_UNIQUE
689,0,,,0,0,ODD_CELL_UNIQUE
690,0,,,0,0,ODD_CELL_UNIQUE
691,0,,,0,0,ODD_CELL_UNIQUE
692,0,,,0,0,ODD_CELL_UNIQUE
693,0,,,0,0,ODD_CELL_UNIQUE
694,0,,,0,0,ODD_CELL_UNIQUE
695,0,,,0,0,ODD_CELL_UNIQUE
696,0,,,0,0,ODD_CELL_UNIQUE
697,0,,,0,0,ODD_CELL_UNIQUE
698,0,,,0,0,ODD_CELL_UNIQUE
699,0,,,0,0,ODD_CELL_UNIQUE
700,0,,,0,0,ODD_CELL_UNIQUE
701,0,,,0,0,ODD_CELL_UNIQUE
702,1,79,79,1,0,ODD_CELL_UNIQUE
703,0,,,0,0,ODD_CELL_UNIQUE
704,0,,,0,0,ODD_CELL_UNIQUE
705,0,,,0,0,ODD_CELL_UNIQUE
706,0,,,0,0,ODD_CELL_UNIQUE
707,0,,,0,0,ODD_CELL_UNIQUE
708,0,,,0,0,ODD_CELL_UNIQUE
709,0,,,0,0,ODD_CELL_UNIQUE
710,0,,,0,0,ODD_CELL_UNIQUE
711,0,,,0,0,ODD_CELL_UNIQUE
712,0,,,0,0,ODD_CELL_UNIQUE
713,0,,,0,0,ODD_CELL_UNIQUE
714,0,,,0,0,ODD_CELL_UNIQUE
715,0,80,80,0,1,ODD_CELL_UNIQUE
716,0,,,0,0,ODD_CELL_UNIQUE
717,0,,,0,0,ODD_CELL_UNIQUE
718,0,,,0,0,ODD_CELL_UNIQUE
719,0,,,0,0,ODD_CELL_UNIQUE
720,0,,,0,0,ODD_CELL_UNIQUE
721,0,,,0,0,ODD_CELL_UNIQUE
722,0,,,0,0,ODD_CELL_UNIQUE
723,0,,,0,0,ODD_CELL_UNIQUE
724,0,,,0,0,ODD_CELL_UNIQUE
725,0,,,0,0,ODD_CELL_UNIQUE
726,0,,,0,0,ODD_CELL_UNIQUE
727,0,,,0,0,ODD_CELL_UNIQUE
728,0,,,0,0,ODD_CELL_UNIQUE
729,1,81,81,1,0,ODD_CELL_UNIQUE
730,0,,,0,0,ODD_CELL_UNIQUE
731,0,,,0,0,ODD_CELL_UNIQUE
732,0,,,0,0,ODD_CELL_UNIQUE
733,0,,,0,0,ODD_CELL_UNIQUE
734,0,,,0,0,ODD_CELL_UNIQUE
735,0,,,0,0,ODD_CELL_UNIQUE
736,0,,,0,0,ODD_CELL_UNIQUE
737,0,,,0,0,ODD_CELL_UNIQUE
738,0,,,0,0,ODD_CELL_UNIQUE
739,0,,,0,0,ODD_CELL_UNIQUE
740,0,,,0,0,ODD_CELL_UNIQUE
741,0,,,0,0,ODD_CELL_UNIQUE
742,0,82,82,0,1,ODD_CELL_UNIQUE
743,0,,,0,0,ODD_CELL_UNIQUE
744,0,,,0,0,ODD_CELL_UNIQUE
745,0,,,0,0,ODD_CELL_UNIQUE
746,0,,,0,0,ODD_CELL_UNIQUE
747,0,,,0,0,ODD_CELL_UNIQUE
748,0,,,0,0,ODD_CELL_UNIQUE
749,0,,,0,0,ODD_CELL_UNIQUE
750,0,,,0,0,ODD_CELL_UNIQUE
751,0,,,0,0,ODD_CELL_UNIQUE
752,0,,,0,0,ODD_CELL_UNIQUE
753,0,,,0,0,ODD_CELL_UNIQUE
754,0,,,0,0,ODD_CELL_UNIQUE
755,0,,,0,0,ODD_CELL_UNIQUE
756,1,83,83,1,0,ODD_CELL_UNIQUE
757,0,,,0,0,ODD_CELL_UNIQUE
758,0,,,0,0,ODD_CELL_UNIQUE
759,0,,,0,0,ODD_CELL_UNIQUE
760,0,,,0,0,ODD_CELL_UNIQUE
761,0,,,0,0,ODD_CELL_UNIQUE
762,0,,,0,0,ODD_CELL_UNIQUE
763,0,,,0,0,ODD_CELL_UNIQUE
764,0,,,0,0,ODD_CELL_UNIQUE
765,0,,,0,0,ODD_CELL_UNIQUE
766,0,,,0,0,ODD_CELL_UNIQUE
767,0,,,0,0,ODD_CELL_UNIQUE
768,0,,,0,0,ODD_CELL_UNIQUE
769,0,84,84,0,1,ODD_CELL_UNIQUE
770,0,,,0,0,ODD_CELL_UNIQUE
771,0,,,0,0,ODD_CELL_UNIQUE
772,0,,,0,0,ODD_CELL_UNIQUE
773,0,,,0,0,ODD_CELL_UNIQUE
774,0,,,0,0,ODD_CELL_UNIQUE
775,0,,,0,0,ODD_CELL_UNIQUE
776,0,,,0,0,ODD_CELL_UNIQUE
777,0,,,0,0,ODD_CELL_UNIQUE
778,0,,,0,0,ODD_CELL_UNIQUE
779,0,,,0,0,ODD_CELL_UNIQUE
780,0,,,0,0,ODD_CELL_UNIQUE
781,0,,,0,0,ODD_CELL_UNIQUE
782,0,,,0,0,ODD_CELL_UNIQUE
783,1,85,85,1,0,ODD_CELL_UNIQUE
784,0,,,0,0,ODD_CELL_UNIQUE
785,0,,,0,0,ODD_CELL_UNIQUE
786,0,,,0,0,ODD_CELL_UNIQUE
787,0,,,0,0,ODD_CELL_UNIQUE
788,0,,,0,0,ODD_CELL_UNIQUE
789,0,,,0,0,ODD_CELL_UNIQUE
790,0,,,0,0,ODD_CELL_UNIQUE
791,0,,,0,0,ODD_CELL_UNIQUE
792,0,,,0,0,ODD_CELL_UNIQUE
793,0,,,0,0,ODD_CELL_UNIQUE
794,0,,,0,0,ODD_CELL_UNIQUE
795,0,,,0,0,ODD_CELL_UNIQUE
796,0,,,0,0,ODD_CELL_UNIQUE
797,0,86,86,0,1,ODD_CELL_UNIQUE
798,0,,,0,0,ODD_CELL_UNIQUE
799,0,,,0,0,ODD_CELL_UNIQUE
800,0,,,0,0,ODD_CELL_UNIQUE
801,0,,,0,0,ODD_CELL_UNIQUE
802,0,,,0,0,ODD_CELL_UNIQUE
803,0,,,0,0,ODD_CELL_UNIQUE
804,0,,,0,0,ODD_CELL_UNIQUE
805,0,,,0,0,ODD_CELL_UNIQUE
806,0,,,0,0,ODD_CELL_UNIQUE
807,0,,,0,0,ODD_CELL_UNIQUE
808,0,,,0,0,ODD_CELL_UNIQUE
809,0,,,0,0,ODD_CELL_UNIQUE
810,0,,,0,0,ODD_CELL_UNIQUE
811,1,87,87,1,0,ODD_CELL_UNIQUE
812,0,,,0,0,ODD_CELL_UNIQUE
813,0,,,0,0,ODD_CELL_UNIQUE
814,0,,,0,0,ODD_CELL_UNIQUE
815,0,,,0,0,ODD_CELL_UNIQUE
816,0,,,0,0,ODD_CELL_UNIQUE
817,0,,,0,0,ODD_CELL_UNIQUE
818,0,,,0,0,ODD_CELL_UNIQUE
819,0,,,0,0,ODD_CELL_UNIQUE
820,0,,,0,0,ODD_CELL_UNIQUE
821,0,,,0,0,ODD_CELL_UNIQUE
822,0,,,0,0,ODD_CELL_UNIQUE
823,0,,,0,0,ODD_CELL_UNIQUE
824,0,,,0,0,ODD_CELL_UNIQUE
825,0,88,88,0,1,ODD_CELL_UNIQUE
826,0,,,0,0,ODD_CELL_UNIQUE
827,0,,,0,0,ODD_CELL_UNIQUE
828,0,,,0,0,ODD_CELL_UNIQUE
829,0,,,0,0,ODD_CELL_UNIQUE
830,0,,,0,0,ODD_CELL_UNIQUE
831,0,,,0,0,ODD_CELL_UNIQUE
832,0,,,0,0,ODD_CELL_UNIQUE
833,0,,,0,0,ODD_CELL_UNIQUE
834,0,,,0,0,ODD_CELL_UNIQUE
835,0,,,0,0,ODD_CELL_UNIQUE
836,0,,,0,0,ODD_CELL_UNIQUE
837,0,,,0,0,ODD_CELL_UNIQUE
838,0,,,0,0,ODD_CELL_UNIQUE
839,1,89,89,1,0,ODD_CELL_UNIQUE
840,0,,,0,0,ODD_CELL_UNIQUE
841,0,,,0,0,ODD_CELL_UNIQUE
842,0,,,0,0,ODD_CELL_UNIQUE
843,0,,,0,0,ODD_CELL_UNIQUE
844,0,,,0,0,ODD_CELL_UNIQUE
845,0,,,0,0,ODD_CELL_UNIQUE
846,0,,,0,0,ODD_CELL_UNIQUE
847,0,,,0,0,ODD_CELL_UNIQUE
848,0,,,0,0,ODD_CELL_UNIQUE
849,0,,,0,0,ODD_CELL_UNIQUE
850,0,,,0,0,ODD_CELL_UNIQUE
851,0,,,0,0,ODD_CELL_UNIQUE
852,0,,,0,0,ODD_CELL_UNIQUE
853,0,90,90,0,1,ODD_CELL_UNIQUE
854,0,,,0,0,ODD_CELL_UNIQUE
855,0,,,0,0,ODD_CELL_UNIQUE
856,0,,,0,0,ODD_CELL_UNIQUE
857,0,,,0,0,ODD_CELL_UNIQUE
858,0,,,0,0,ODD_CELL_UNIQUE
859,0,,,0,0,ODD_CELL_UNIQUE
860,0,,,0,0,ODD_CELL_UNIQUE
861,0,,,0,0,ODD_CELL_UNIQUE
862,0,,,0,0,ODD_CELL_UNIQUE
863,0,,,0,0,ODD_CELL_UNIQUE
864,0,,,0,0,ODD_CELL_UNIQUE
865,0,,,0,0,ODD_CELL_UNIQUE
866,0,,,0,0,ODD_CELL_UNIQUE
867,0,,,0,0,ODD_CELL_UNIQUE
868,1,91,91,1,0,ODD_CELL_UNIQUE
869,0,,,0,0,ODD_CELL_UNIQUE
870,0,,,0,0,ODD_CELL_UNIQUE
871,0,,,0,0,ODD_CELL_UNIQUE
872,0,,,0,0,ODD_CELL_UNIQUE
873,0,,,0,0,ODD_CELL_UNIQUE
874,0,,,0,0,ODD_CELL_UNIQUE
875,0,,,0,0,ODD_CELL_UNIQUE
876,0,,,0,0,ODD_CELL_UNIQUE
877,0,,,0,0,ODD_CELL_UNIQUE
878,0,,,0,0,ODD_CELL_UNIQUE
879,0,,,0,0,ODD_CELL_UNIQUE
880,0,,,0,0,ODD_CELL_UNIQUE
881,0,,,0,0,ODD_CELL_UNIQUE
882,0,92,92,0,1,ODD_CELL_UNIQUE
883,0,,,0,0,ODD_CELL_UNIQUE
884,0,,,0,0,ODD_CELL_UNIQUE
885,0,,,0,0,ODD_CELL_UNIQUE
886,0,,,0,0,ODD_CELL_UNIQUE
887,0,,,0,0,ODD_CELL_UNIQUE
888,0,,,0,0,ODD_CELL_UNIQUE
889,0,,,0,0,ODD_CELL_UNIQUE
890,0,,,0,0,ODD_CELL_UNIQUE
891,0,,,0,0,ODD_CELL_UNIQUE
892,0,,,0,0,ODD_CELL_UNIQUE
893,0,,,0,0,ODD_CELL_UNIQUE
894,0,,,0,0,ODD_CELL_UNIQUE
895,0,,,0,0,ODD_CELL_UNIQUE
896,1,93,93,1,0,ODD_CELL_UNIQUE
897,0,,,0,0,ODD_CELL_UNIQUE
898,0,,,0,0,ODD_CELL_UNIQUE
899,0,,,0,0,ODD_CELL_UNIQUE
900,0,,,0,0,ODD_CELL_UNIQUE
901,0,,,0,0,ODD_CELL_UNIQUE
902,0,,,0,0,ODD_CELL_UNIQUE
903,0,,,0,0,ODD_CELL_UNIQUE
904,0,,,0,0,ODD_CELL_UNIQUE
905,0,,,0,0,ODD_CELL_UNIQUE
906,0,,,0,0,ODD_CELL_UNIQUE
907,0,,,0,0,ODD_CELL_UNIQUE
908,0,,,0,0,ODD_CELL_UNIQUE
909,0,,,0,0,ODD_CELL_UNIQUE
910,0,,,0,0,ODD_CELL_UNIQUE
911,0,94,94,0,1,ODD_CELL_UNIQUE
912,0,,,0,0,ODD_CELL_UNIQUE
913,0,,,0,0,ODD_CELL_UNIQUE
914,0,,,0,0,ODD_CELL_UNIQUE
915,0,,,0,0,ODD_CELL_UNIQUE
916,0,,,0,0,ODD_CELL_UNIQUE
917,0,,,0,0,ODD_CELL_UNIQUE
918,0,,,0,0,ODD_CELL_UNIQUE
919,0,,,0,0,ODD_CELL_UNIQUE
920,0,,,0,0,ODD_CELL_UNIQUE
921,0,,,0,0,ODD_CELL_UNIQUE
922,0,,,0,0,ODD_CELL_UNIQUE
923,0,,,0,0,ODD_CELL_UNIQUE
924,0,,,0,0,ODD_CELL_UNIQUE
925,1,95,95,1,0,ODD_CELL_UNIQUE
926,0,,,0,0,ODD_CELL_UNIQUE
927,0,,,0,0,ODD_CELL_UNIQUE
928,0,,,0,0,ODD_CELL_UNIQUE
929,0,,,0,0,ODD_CELL_UNIQUE
930,0,,,0,0,ODD_CELL_UNIQUE
931,0,,,0,0,ODD_CELL_UNIQUE
932,0,,,0,0,ODD_CELL_UNIQUE
933,0,,,0,0,ODD_CELL_UNIQUE
934,0,,,0,0,ODD_CELL_UNIQUE
935,0,,,0,0,ODD_CELL_UNIQUE
936,0,,,0,0,ODD_CELL_UNIQUE
937,0,,,0,0,ODD_CELL_UNIQUE
938,0,,,0,0,ODD_CELL_UNIQUE
939,0,,,0,0,ODD_CELL_UNIQUE
940,0,96,96,0,1,ODD_CELL_UNIQUE
941,0,,,0,0,ODD_CELL_UNIQUE
942,0,,,0,0,ODD_CELL_UNIQUE
943,0,,,0,0,ODD_CELL_UNIQUE
944,0,,,0,0,ODD_CELL_UNIQUE
945,0,,,0,0,ODD_CELL_UNIQUE
946,0,,,0,0,ODD_CELL_UNIQUE
947,0,,,0,0,ODD_CELL_UNIQUE
948,0,,,0,0,ODD_CELL_UNIQUE
949,0,,,0,0,ODD_CELL_UNIQUE
950,0,,,0,0,ODD_CELL_UNIQUE
951,0,,,0,0,ODD_CELL_UNIQUE
952,0,,,0,0,ODD_CELL_UNIQUE
953,0,,,0,0,ODD_CELL_UNIQUE
954,0,,,0,0,ODD_CELL_UNIQUE
955,1,97,97,1,0,ODD_CELL_UNIQUE
956,0,,,0,0,ODD_CELL_UNIQUE
957,0,,,0,0,ODD_CELL_UNIQUE
958,0,,,0,0,ODD_CELL_UNIQUE
959,0,,,0,0,ODD_CELL_UNIQUE
960,0,,,0,0,ODD_CELL_UNIQUE
961,0,,,0,0,ODD_CELL_UNIQUE
962,0,,,0,0,ODD_CELL_UNIQUE
963,0,,,0,0,ODD_CELL_UNIQUE
964,0,,,0,0,ODD_CELL_UNIQUE
965,0,,,0,0,ODD_CELL_UNIQUE
966,0,,,0,0,ODD_CELL_UNIQUE
967,0,,,0,0,ODD_CELL_UNIQUE
968,0,,,0,0,ODD_CELL_UNIQUE
969,0,,,0,0,ODD_CELL_UNIQUE
970,0,98,98,0,1,ODD_CELL_UNIQUE
971,0,,,0,0,ODD_CELL_UNIQUE
972,0,,,0,0,ODD_CELL_UNIQUE
973,0,,,0,0,ODD_CELL_UNIQUE
974,0,,,0,0,ODD_CELL_UNIQUE
975,0,,,0,0,ODD_CELL_UNIQUE
976,0,,,0,0,ODD_CELL_UNIQUE
977,0,,,0,0,ODD_CELL_UNIQUE
978,0,,,0,0,ODD_CELL_UNIQUE
979,0,,,0,0,ODD_CELL_UNIQUE
980,0,,,0,0,ODD_CELL_UNIQUE
981,0,,,0,0,ODD_CELL_UNIQUE
982,0,,,0,0,ODD_CELL_UNIQUE
983,0,,,0,0,ODD_CELL_UNIQUE
984,0,,,0,0,ODD_CELL_UNIQUE
985,1,99,99,1,0,ODD_CELL_UNIQUE
986,0,,,0,0,ODD_CELL_UNIQUE
987,0,,,0,0,ODD_CELL_UNIQUE
988,0,,,0,0,ODD_CELL_UNIQUE
989,0,,,0,0,ODD_CELL_UNIQUE
990,0,,,0,0,ODD_CELL_UNIQUE
991,0,,,0,0,ODD_CELL_UNIQUE
992,0,,,0,0,ODD_CELL_UNIQUE
993,0,,,0,0,ODD_CELL_UNIQUE
994,0,,,0,0,ODD_CELL_UNIQUE
995,0,,,0,0,ODD_CELL_UNIQUE
996,0,,,0,0,ODD_CELL_UNIQUE
997,0,,,0,0,ODD_CELL_UNIQUE
998,0,,,0,0,ODD_CELL_UNIQUE
999,0,,,0,0,ODD_CELL_UNIQUE
1000,0,100,100,0,1,ODD_CELL_UNIQUE
1001,0,,,0,0,ODD_CELL_UNIQUE
1002,0,,,0,0,ODD_CELL_UNIQUE
1003,0,,,0,0,ODD_CELL_UNIQUE
1004,0,,,0,0,ODD_CELL_UNIQUE
1005,0,,,0,0,ODD_CELL_UNIQUE
1006,0,,,0,0,ODD_CELL_UNIQUE
1007,0,,,0,0,ODD_CELL_UNIQUE
1008,0,,,0,0,ODD_CELL_UNIQUE
1009,0,,,0,0,ODD_CELL_UNIQUE
1010,0,,,0,0,ODD_CELL_UNIQUE
1011,0,,,0,0,ODD_CELL_UNIQUE
1012,0,,,0,0,ODD_CELL_UNIQUE
1013,0,,,0,0,ODD_CELL_UNIQUE
1014,0,,,0,0,ODD_CELL_UNIQUE
1015,1,101,101,1,0,ODD_CELL_UNIQUE
1016,0,,,0,0,ODD_CELL_UNIQUE
1017,0,,,0,0,ODD_CELL_UNIQUE
1018,0,,,0,0,ODD_CELL_UNIQUE
1019,0,,,0,0,ODD_CELL_UNIQUE
1020,0,,,0,0,ODD_CELL_UNIQUE
1021,0,,,0,0,ODD_CELL_UNIQUE
1022,0,,,0,0,ODD_CELL_UNIQUE
1023,0,,,0,0,ODD_CELL_UNIQUE
1024,0,,,0,0,ODD_CELL_UNIQUE
1025,0,,,0,0,ODD_CELL_UNIQUE
1026,0,,,0,0,ODD_CELL_UNIQUE
1027,0,,,0,0,ODD_CELL_UNIQUE
1028,0,,,0,0,ODD_CELL_UNIQUE
1029,0,,,0,0,ODD_CELL_UNIQUE
1030,0,102,102,0,1,ODD_CELL_UNIQUE
1031,0,,,0,0,ODD_CELL_UNIQUE
1032,0,,,0,0,ODD_CELL_UNIQUE
1033,0,,,0,0,ODD_CELL_UNIQUE
1034,0,,,0,0,ODD_CELL_UNIQUE
1035,0,,,0,0,ODD_CELL_UNIQUE
1036,0,,,0,0,ODD_CELL_UNIQUE
1037,0,,,0,0,ODD_CELL_UNIQUE
1038,0,,,0,0,ODD_CELL_UNIQUE
1039,0,,,0,0,ODD_CELL_UNIQUE
1040,0,,,0,0,ODD_CELL_UNIQUE
1041,0,,,0,0,ODD_CELL_UNIQUE
1042,0,,,0,0,ODD_CELL_UNIQUE
1043,0,,,0,0,ODD_CELL_UNIQUE
1044,0,,,0,0,ODD_CELL_UNIQUE
1045,1,103,103,1,0,ODD_CELL_UNIQUE
1046,0,,,0,0,ODD_CELL_UNIQUE
1047,0,,,0,0,ODD_CELL_UNIQUE
1048,0,,,0,0,ODD_CELL_UNIQUE
1049,0,,,0,0,ODD_CELL_UNIQUE
1050,0,,,0,0,ODD_CELL_UNIQUE
1051,0,,,0,0,ODD_CELL_UNIQUE
1052,0,,,0,0,ODD_CELL_UNIQUE
1053,0,,,0,0,ODD_CELL_UNIQUE
1054,0,,,0,0,ODD_CELL_UNIQUE
1055,0,,,0,0,ODD_CELL_UNIQUE
1056,0,,,0,0,ODD_CELL_UNIQUE
1057,0,,,0,0,ODD_CELL_UNIQUE
1058,0,,,0,0,ODD_CELL_UNIQUE
1059,0,,,0,0,ODD_CELL_UNIQUE
1060,0,104,104,0,1,ODD_CELL_UNIQUE
1061,0,,,0,0,ODD_CELL_UNIQUE
1062,0,,,0,0,ODD_CELL_UNIQUE
1063,0,,,0,0,ODD_CELL_UNIQUE
1064,0,,,0,0,ODD_CELL_UNIQUE
1065,0,,,0,0,ODD_CELL_UNIQUE
1066,0,,,0,0,ODD_CELL_UNIQUE
1067,0,,,0,0,ODD_CELL_UNIQUE
1068,0,,,0,0,ODD_CELL_UNIQUE
1069,0,,,0,0,ODD_CELL_UNIQUE
1070,0,,,0,0,ODD_CELL_UNIQUE
1071,0,,,0,0,ODD_CELL_UNIQUE
1072,0,,,0,0,ODD_CELL_UNIQUE
1073,0,,,0,0,ODD_CELL_UNIQUE
1074,0,,,0,0,ODD_CELL_UNIQUE
1075,1,105,105,1,0,ODD_CELL_UNIQUE
1076,0,,,0,0,ODD_CELL_UNIQUE
1077,0,,,0,0,ODD_CELL_UNIQUE
1078,0,,,0,0,ODD_CELL_UNIQUE
1079,0,,,0,0,ODD_CELL_UNIQUE
1080,0,,,0,0,ODD_CELL_UNIQUE
1081,0,,,0,0,ODD_CELL_UNIQUE
1082,0,,,0,0,ODD_CELL_UNIQUE
1083,0,,,0,0,ODD_CELL_UNIQUE
1084,0,,,0,0,ODD_CELL_UNIQUE
1085,0,,,0,0,ODD_CELL_UNIQUE
1086,0,,,0,0,ODD_CELL_UNIQUE
1087,0,,,0,0,ODD_CELL_UNIQUE
1088,0,,,0,0,ODD_CELL_UNIQUE
1089,0,,,0,0,ODD_CELL_UNIQUE
1090,0,,,0,0,ODD_CELL_UNIQUE
1091,0,106,106,0,1,ODD_CELL_UNIQUE
1092,0,,,0,0,ODD_CELL_UNIQUE
1093,0,,,0,0,ODD_CELL_UNIQUE
1094,0,,,0,0,ODD_CELL_UNIQUE
1095,0,,,0,0,ODD_CELL_UNIQUE
1096,0,,,0,0,ODD_CELL_UNIQUE
1097,0,,,0,0,ODD_CELL_UNIQUE
1098,0,,,0,0,ODD_CELL_UNIQUE
1099,0,,,0,0,ODD_CELL_UNIQUE
1100,0,,,0,0,ODD_CELL_UNIQUE
1101,0,,,0,0,ODD_CELL_UNIQUE
1102,0,,,0,0,ODD_CELL_UNIQUE
