n,step,state,branch,floor_output,lower_gap,upper_gap,cell_width,exact_boundary_flag
3266,0,3266,E,57,17,98,115,0
3267,0,3267,O,186734,48407,325062,373469,0
3268,0,3268,E,57,19,96,115,0
3269,0,3269,O,186905,235084,138727,373811,0
3270,0,3270,E,57,21,94,115,0
3271,0,3271,O,187077,67582,306573,374155,0
3272,0,3272,E,57,23,92,115,0
3273,0,3273,O,187248,293913,80584,374497,0
3274,0,3274,E,57,25,90,115,0
3275,0,3275,O,187420,165475,209366,374841,0
3276,0,3276,E,57,27,88,115,0
3277,0,3277,O,187592,56469,318716,375185,0
3278,0,3278,E,57,29,86,115,0
3279,0,3279,O,187763,342470,33057,375527,0
3280,0,3280,E,57,31,84,115,0
3281,0,3281,O,187935,272816,103055,375871,0
3282,0,3282,E,57,33,82,115,0
3283,0,3283,O,188107,222738,153477,376215,0
3284,0,3284,E,57,35,80,115,0
3285,0,3285,O,188279,192284,184275,376559,0
3286,0,3286,E,57,37,78,115,0
3287,0,3287,O,188451,181502,195401,376903,0
3288,0,3288,E,57,39,76,115,0
3289,0,3289,O,188623,190440,186807,377247,0
3290,0,3290,E,57,41,74,115,0
3291,0,3291,O,188795,219146,158445,377591,0
3292,0,3292,E,57,43,72,115,0
3293,0,3293,O,188967,267668,110267,377935,0
3294,0,3294,E,57,45,70,115,0
3295,0,3295,O,189139,336054,42225,378279,0
3296,0,3296,E,57,47,68,115,0
3297,0,3297,O,189312,45729,332896,378625,0
3298,0,3298,E,57,49,66,115,0
3299,0,3299,O,189484,153643,225326,378969,0
3300,0,3300,E,57,51,64,115,0
3301,0,3301,O,189656,281565,97748,379313,0
3302,0,3302,E,57,53,62,115,0
3303,0,3303,O,189829,49886,329773,379659,0
3304,0,3304,E,57,55,60,115,0
3305,0,3305,O,190001,217624,162379,380003,0
3306,0,3306,E,57,57,58,115,0
3307,0,3307,O,190174,25167,355182,380349,0
3308,0,3308,E,57,59,56,115,0
3309,0,3309,O,190346,232913,147780,380693,0
3310,0,3310,E,57,61,54,115,0
3311,0,3311,O,190519,79870,301169,381039,0
3312,0,3312,E,57,63,52,115,0
3313,0,3313,O,190691,327816,53567,381383,0
3314,0,3314,E,57,65,50,115,0
3315,0,3315,O,190864,214379,167350,381729,0
3316,0,3316,E,57,67,48,115,0
3317,0,3317,O,191037,120644,261431,382075,0
3318,0,3318,E,57,69,46,115,0
3319,0,3319,O,191210,46659,335762,382421,0
3320,0,3320,E,57,71,44,115,0
3321,0,3321,O,191382,375237,7528,382765,0
3322,0,3322,E,57,73,42,115,0
3323,0,3323,O,191555,341242,41869,383111,0
3324,0,3324,E,57,75,40,115,0
3325,0,3325,O,191728,327141,56316,383457,0
3326,0,3326,E,57,77,38,115,0
3327,0,3327,O,191901,332982,50821,383803,0
3328,0,3328,E,57,79,36,115,0
3329,0,3329,O,192074,358813,25336,384149,0
3330,0,3330,E,57,81,34,115,0
3331,0,3331,O,192248,20187,364310,384497,0
3332,0,3332,E,57,83,32,115,0
3333,0,3333,O,192421,85796,299047,384843,0
3334,0,3334,E,57,85,30,115,0
3335,0,3335,O,192594,171539,213650,385189,0
3336,0,3336,E,57,87,28,115,0
3337,0,3337,O,192767,277464,108071,385535,0
3338,0,3338,E,57,89,26,115,0
3339,0,3339,O,192941,17738,368145,385883,0
3340,0,3340,E,57,91,24,115,0
3341,0,3341,O,193114,163825,222404,386229,0
3342,0,3342,E,57,93,22,115,0
3343,0,3343,O,193287,330238,56337,386575,0
3344,0,3344,E,57,95,20,115,0
3345,0,3345,O,193461,130104,256819,386923,0
3346,0,3346,E,57,97,18,115,0
3347,0,3347,O,193634,336967,50302,387269,0
3348,0,3348,E,57,99,16,115,0
3349,0,3349,O,193808,176685,210932,387617,0
3350,0,3350,E,57,101,14,115,0
3351,0,3351,O,193982,36227,351738,387965,0
3352,0,3352,E,57,103,12,115,0
3353,0,3353,O,194155,303952,84359,388311,0
3354,0,3354,E,57,105,10,115,0
3355,0,3355,O,194329,203634,185025,388659,0
3356,0,3356,E,57,107,8,115,0
3357,0,3357,O,194503,123284,265723,389007,0
3358,0,3358,E,57,109,6,115,0
3359,0,3359,O,194677,62950,326405,389355,0
3360,0,3360,E,57,111,4,115,0
3361,0,3361,O,194851,22680,367023,389703,0
3362,0,3362,E,57,113,2,115,0
3363,0,3363,O,195025,2522,387529,390051,0
3364,0,3364,E,58,0,117,117,1
3365,0,3365,O,195199,2524,387875,390399,0
3366,0,3366,E,58,2,115,117,0
3367,0,3367,O,195373,22734,368013,390747,0
3368,0,3368,E,58,4,113,117,0
3369,0,3369,O,195547,63200,327895,391095,0
3370,0,3370,E,58,6,111,117,0
3371,0,3371,O,195721,123970,267473,391443,0
3372,0,3372,E,58,8,109,117,0
3373,0,3373,O,195895,205092,186699,391791,0
3374,0,3374,E,58,10,107,117,0
3375,0,3375,O,196069,306614,85525,392139,0
3376,0,3376,E,58,12,105,117,0
3377,0,3377,O,196244,36097,356392,392489,0
3378,0,3378,E,58,14,103,117,0
3379,0,3379,O,196418,178215,214622,392837,0
3380,0,3380,E,58,16,101,117,0
3381,0,3381,O,196592,340877,52308,393185,0
3382,0,3382,E,58,18,99,117,0
3383,0,3383,O,196767,130598,262937,393535,0
3384,0,3384,E,58,20,97,117,0
3385,0,3385,O,196941,334144,59739,393883,0
3386,0,3386,E,58,22,95,117,0
3387,0,3387,O,197116,164147,230086,394233,0
3388,0,3388,E,58,24,93,117,0
3389,0,3389,O,197291,14188,380395,394583,0
3390,0,3390,E,58,26,91,117,0
3391,0,3391,O,197465,279246,115685,394931,0
3392,0,3392,E,58,28,89,117,0
3393,0,3393,O,197640,169857,225424,395281,0
3394,0,3394,E,58,30,87,117,0
3395,0,3395,O,197815,80650,314981,395631,0
3396,0,3396,E,58,32,85,117,0
3397,0,3397,O,197990,11673,384308,395981,0
3398,0,3398,E,58,34,83,117,0
3399,0,3399,O,198164,359303,37026,396329,0
3400,0,3400,E,58,36,81,117,0
3401,0,3401,O,198339,331280,65399,396679,0
3402,0,3402,E,58,38,79,117,0
3403,0,3403,O,198514,323631,73398,397029,0
3404,0,3404,E,58,40,77,117,0
3405,0,3405,O,198689,336404,60975,397379,0
3406,0,3406,E,58,42,75,117,0
3407,0,3407,O,198864,369647,28082,397729,0
3408,0,3408,E,58,44,73,117,0
3409,0,3409,O,199040,25329,372752,398081,0
3410,0,3410,E,58,46,71,117,0
3411,0,3411,O,199215,99306,299125,398431,0
3412,0,3412,E,58,48,69,117,0
3413,0,3413,O,199390,193897,204884,398781,0
3414,0,3414,E,58,50,67,117,0
3415,0,3415,O,199565,309150,89981,399131,0
3416,0,3416,E,58,52,65,117,0
3417,0,3417,O,199741,45632,353851,399483,0
3418,0,3418,E,58,54,63,117,0
3419,0,3419,O,199916,202003,197830,399833,0
3420,0,3420,E,58,56,61,117,0
3421,0,3421,O,200091,379180,21003,400183,0
3422,0,3422,E,58,58,59,117,0
3423,0,3423,O,200267,176678,223857,400535,0
3424,0,3424,E,58,60,57,117,0
3425,0,3425,O,200442,395261,5624,400885,0
3426,0,3426,E,58,62,55,117,0
3427,0,3427,O,200618,233559,167678,401237,0
3428,0,3428,E,58,64,53,117,0
3429,0,3429,O,200794,92153,309436,401589,0
3430,0,3430,E,58,66,51,117,0
3431,0,3431,O,200969,373030,28909,401939,0
3432,0,3432,E,58,68,49,117,0
3433,0,3433,O,201145,272712,129579,402291,0
3434,0,3434,E,58,70,47,117,0
3435,0,3435,O,201321,192834,209809,402643,0
3436,0,3436,E,58,72,45,117,0
3437,0,3437,O,201497,133444,269551,402995,0
3438,0,3438,E,58,74,43,117,0
3439,0,3439,O,201673,94590,308757,403347,0
3440,0,3440,E,58,76,41,117,0
3441,0,3441,O,201849,76320,327379,403699,0
3442,0,3442,E,58,78,39,117,0
3443,0,3443,O,202025,78682,325369,404051,0
3444,0,3444,E,58,80,37,117,0
3445,0,3445,O,202201,101724,302679,404403,0
3446,0,3446,E,58,82,35,117,0
3447,0,3447,O,202377,145494,259261,404755,0
3448,0,3448,E,58,84,33,117,0
3449,0,3449,O,202553,210040,195067,405107,0
3450,0,3450,E,58,86,31,117,0
3451,0,3451,O,202729,295410,110049,405459,0
3452,0,3452,E,58,88,29,117,0
3453,0,3453,O,202905,401652,4159,405811,0
3454,0,3454,E,58,90,27,117,0
3455,0,3455,O,203082,122651,283514,406165,0
3456,0,3456,E,58,92,25,117,0
3457,0,3457,O,203258,270429,136088,406517,0
3458,0,3458,E,58,94,23,117,0
3459,0,3459,O,203435,32354,374517,406871,0
3460,0,3460,E,58,96,21,117,0
3461,0,3461,O,203611,221860,185363,407223,0
3462,0,3462,E,58,98,19,117,0
3463,0,3463,O,203788,24903,382674,407577,0
3464,0,3464,E,58,100,17,117,0
3465,0,3465,O,203964,256329,151600,407929,0
3466,0,3466,E,58,102,15,117,0
3467,0,3467,O,204141,100682,307601,408283,0
3468,0,3468,E,58,104,13,117,0
3469,0,3469,O,204317,374220,34415,408635,0
3470,0,3470,E,58,106,11,117,0
3471,0,3471,O,204494,260075,148914,408989,0
3472,0,3472,E,58,108,9,117,0
3473,0,3473,O,204671,166576,242767,409343,0
3474,0,3474,E,58,110,7,117,0
3475,0,3475,O,204848,93771,315926,409697,0
3476,0,3476,E,58,112,5,117,0
3477,0,3477,O,205025,41708,368343,410051,0
3478,0,3478,E,58,114,3,117,0
3479,0,3479,O,205202,10435,399970,410405,0
3480,0,3480,E,58,116,1,117,0
3481,0,3481,O,205379,0,410759,410759,1
3482,0,3482,E,59,1,118,119,0
3483,0,3483,O,205556,10451,400662,411113,0
3484,0,3484,E,59,3,116,119,0
3485,0,3485,O,205733,41836,369631,411467,0
3486,0,3486,E,59,5,114,119,0
3487,0,3487,O,205910,94203,317618,411821,0
3488,0,3488,E,59,7,112,119,0
3489,0,3489,O,206087,167600,244575,412175,0
3490,0,3490,E,59,9,110,119,0
3491,0,3491,O,206264,262075,150454,412529,0
3492,0,3492,E,59,11,108,119,0
3493,0,3493,O,206441,377676,35207,412883,0
3494,0,3494,E,59,13,106,119,0
3495,0,3495,O,206619,101214,312025,413239,0
3496,0,3496,E,59,15,104,119,0
3497,0,3497,O,206796,258857,154736,413593,0
3498,0,3498,E,59,17,102,119,0
3499,0,3499,O,206974,23823,390126,413949,0
3500,0,3500,E,59,19,100,119,0
3501,0,3501,O,207151,223700,190603,414303,0
3502,0,3502,E,59,21,98,119,0
3503,0,3503,O,207329,30286,384373,414659,0
3504,0,3504,E,59,23,96,119,0
3505,0,3505,O,207506,272589,142424,415013,0
3506,0,3506,E,59,25,94,119,0
3507,0,3507,O,207684,120987,294382,415369,0
3508,0,3508,E,59,27,92,119,0
3509,0,3509,O,207861,405908,9815,415723,0
3510,0,3510,E,59,29,90,119,0
3511,0,3511,O,208039,296310,119769,416079,0
3512,0,3512,E,59,31,88,119,0
3513,0,3513,O,208217,207608,208827,416435,0
3514,0,3514,E,59,33,86,119,0
3515,0,3515,O,208395,139850,276941,416791,0
3516,0,3516,E,59,35,84,119,0
3517,0,3517,O,208573,93084,324063,417147,0
3518,0,3518,E,59,37,82,119,0
3519,0,3519,O,208751,67358,350145,417503,0
3520,0,3520,E,59,39,80,119,0
3521,0,3521,O,208929,62720,355139,417859,0
3522,0,3522,E,59,41,78,119,0
3523,0,3523,O,209107,79218,338997,418215,0
3524,0,3524,E,59,43,76,119,0
3525,0,3525,O,209285,116900,301671,418571,0
3526,0,3526,E,59,45,74,119,0
3527,0,3527,O,209463,175814,243113,418927,0
3528,0,3528,E,59,47,72,119,0
3529,0,3529,O,209641,256008,163275,419283,0
3530,0,3530,E,59,49,70,119,0
3531,0,3531,O,209819,357530,62109,419639,0
3532,0,3532,E,59,51,68,119,0
3533,0,3533,O,209998,60433,359564,419997,0
3534,0,3534,E,59,53,66,119,0
3535,0,3535,O,210176,204399,215954,420353,0
3536,0,3536,E,59,55,64,119,0
3537,0,3537,O,210354,369837,50872,420709,0
3538,0,3538,E,59,57,62,119,0
3539,0,3539,O,210533,135730,285337,421067,0
3540,0,3540,E,59,59,60,119,0
3541,0,3541,O,210711,343900,77523,421423,0
3542,0,3542,E,59,61,58,119,0
3543,0,3543,O,210890,151907,269874,421781,0
3544,0,3544,E,59,63,56,119,0
3545,0,3545,O,211068,403001,19136,422137,0
3546,0,3546,E,59,65,54,119,0
3547,0,3547,O,211247,253314,169181,422495,0
3548,0,3548,E,59,67,52,119,0
3549,0,3549,O,211426,124673,298180,422853,0
3550,0,3550,E,59,69,50,119,0
3551,0,3551,O,211605,17126,406085,423211,0
3552,0,3552,E,59,71,48,119,0
3553,0,3553,O,211783,354288,69279,423567,0
3554,0,3554,E,59,73,46,119,0
3555,0,3555,O,211962,289431,134494,423925,0
3556,0,3556,E,59,75,44,119,0
3557,0,3557,O,212141,245812,178471,424283,0
3558,0,3558,E,59,77,42,119,0
3559,0,3559,O,212320,223479,201162,424641,0
3560,0,3560,E,59,79,40,119,0
3561,0,3561,O,212499,222480,202519,424999,0
3562,0,3562,E,59,81,38,119,0
3563,0,3563,O,212678,242863,182494,425357,0
3564,0,3564,E,59,83,36,119,0
3565,0,3565,O,212857,284676,141039,425715,0
3566,0,3566,E,59,85,34,119,0
3567,0,3567,O,213036,347967,78106,426073,0
3568,0,3568,E,59,87,32,119,0
3569,0,3569,O,213216,6353,420080,426433,0
3570,0,3570,E,59,89,30,119,0
3571,0,3571,O,213395,112386,314405,426791,0
3572,0,3572,E,59,91,28,119,0
3573,0,3573,O,213574,240041,187108,427149,0
3574,0,3574,E,59,93,26,119,0
3575,0,3575,O,213753,389366,38141,427507,0
3576,0,3576,E,59,95,24,119,0
3577,0,3577,O,213933,132544,295323,427867,0
3578,0,3578,E,59,97,22,119,0
3579,0,3579,O,214112,324995,103230,428225,0
3580,0,3580,E,59,99,20,119,0
3581,0,3581,O,214292,110677,317908,428585,0
3582,0,3582,E,59,101,18,119,0
3583,0,3583,O,214471,346446,82497,428943,0
3584,0,3584,E,59,103,16,119,0
3585,0,3585,O,214651,174824,254479,429303,0
3586,0,3586,E,59,105,14,119,0
3587,0,3587,O,214831,24442,405221,429663,0
3588,0,3588,E,59,107,12,119,0
3589,0,3589,O,215010,325369,104652,430021,0
3590,0,3590,E,59,109,10,119,0
3591,0,3591,O,215190,217971,212410,430381,0
3592,0,3592,E,59,111,8,119,0
3593,0,3593,O,215370,131957,298784,430741,0
3594,0,3594,E,59,113,6,119,0
3595,0,3595,O,215550,67375,363726,431101,0
3596,0,3596,E,59,115,4,119,0
3597,0,3597,O,215730,24273,407188,431461,0
3598,0,3598,E,59,117,2,119,0
3599,0,3599,O,215910,2699,429122,431821,0
3600,0,3600,E,60,0,121,121,1
3601,0,3601,O,216090,2701,429480,432181,0
3602,0,3602,E,60,2,119,121,0
3603,0,3603,O,216270,24327,408214,432541,0
3604,0,3604,E,60,4,117,121,0
3605,0,3605,O,216450,67625,365276,432901,0
3606,0,3606,E,60,6,115,121,0
3607,0,3607,O,216630,132643,300618,433261,0
3608,0,3608,E,60,8,113,121,0
3609,0,3609,O,216810,219429,214192,433621,0
3610,0,3610,E,60,10,111,121,0
3611,0,3611,O,216990,328031,105950,433981,0
3612,0,3612,E,60,12,109,121,0
3613,0,3613,O,217171,24156,410187,434343,0
3614,0,3614,E,60,14,107,121,0
3615,0,3615,O,217351,176174,258529,434703,0
3616,0,3616,E,60,16,105,121,0
3617,0,3617,O,217531,350152,84911,435063,0
3618,0,3618,E,60,18,103,121,0
3619,0,3619,O,217712,110715,324710,435425,0
3620,0,3620,E,60,20,101,121,0
3621,0,3621,O,217892,328397,107388,435785,0
3622,0,3622,E,60,22,99,121,0
3623,0,3623,O,218073,132038,304109,436147,0
3624,0,3624,E,60,24,97,121,0
3625,0,3625,O,218253,393616,42891,436507,0
3626,0,3626,E,60,26,95,121,0
3627,0,3627,O,218434,240527,196342,436869,0
3628,0,3628,E,60,28,93,121,0
3629,0,3629,O,218615,108964,328267,437231,0
3630,0,3630,E,60,30,91,121,0
3631,0,3631,O,218795,436566,1025,437591,0
3632,0,3632,E,60,32,89,121,0
3633,0,3633,O,218976,348561,89392,437953,0
3634,0,3634,E,60,34,87,121,0
3635,0,3635,O,219157,282226,156089,438315,0
3636,0,3636,E,60,36,85,121,0
3637,0,3637,O,219338,237609,201068,438677,0
3638,0,3638,E,60,38,83,121,0
3639,0,3639,O,219519,214758,224281,439039,0
3640,0,3640,E,60,40,81,121,0
3641,0,3641,O,219700,213721,225680,439401,0
3642,0,3642,E,60,42,79,121,0
3643,0,3643,O,219881,234546,205217,439763,0
3644,0,3644,E,60,44,77,121,0
3645,0,3645,O,220062,277281,162844,440125,0
3646,0,3646,E,60,46,75,121,0
3647,0,3647,O,220243,341974,98513,440487,0
3648,0,3648,E,60,48,73,121,0
3649,0,3649,O,220424,428673,12176,440849,0
3650,0,3650,E,60,50,71,121,0
3651,0,3651,O,220606,96215,344998,441213,0
3652,0,3652,E,60,52,69,121,0
3653,0,3653,O,220787,226708,214867,441575,0
3654,0,3654,E,60,54,67,121,0
3655,0,3655,O,220968,379351,62586,441937,0
3656,0,3656,E,60,56,65,121,0
3657,0,3657,O,221150,111893,330408,442301,0
3658,0,3658,E,60,58,63,121,0
3659,0,3659,O,221331,308618,134045,442663,0
3660,0,3660,E,60,60,61,121,0
3661,0,3661,O,221513,84612,358415,443027,0
3662,0,3662,E,60,62,59,121,0
3663,0,3663,O,221694,325611,117778,443389,0
3664,0,3664,E,60,64,57,121,0
3665,0,3665,O,221876,145249,298504,443753,0
3666,0,3666,E,60,66,55,121,0
3667,0,3667,O,222057,430714,13401,444115,0
3668,0,3668,E,60,68,53,121,0
3669,0,3669,O,222239,294188,150291,444479,0
3670,0,3670,E,60,70,51,121,0
3671,0,3671,O,222421,179470,265373,444843,0
3672,0,3672,E,60,72,49,121,0
3673,0,3673,O,222603,86608,358599,445207,0
3674,0,3674,E,60,74,47,121,0
3675,0,3675,O,222785,15650,429921,445571,0
3676,0,3676,E,60,76,45,121,0
3677,0,3677,O,222966,412577,33356,445933,0
3678,0,3678,E,60,78,43,121,0
3679,0,3679,O,223148,385935,60362,446297,0
3680,0,3680,E,60,80,41,121,0
3681,0,3681,O,223330,381341,65320,446661,0
3682,0,3682,E,60,82,39,121,0
3683,0,3683,O,223512,398843,48182,447025,0
3684,0,3684,E,60,84,37,121,0
3685,0,3685,O,223694,438489,8900,447389,0
3686,0,3686,E,60,86,35,121,0
3687,0,3687,O,223877,52574,395181,447755,0
3688,0,3688,E,60,88,33,121,0
3689,0,3689,O,224059,136288,311831,448119,0
3690,0,3690,E,60,90,31,121,0
3691,0,3691,O,224241,242290,206193,448483,0
3692,0,3692,E,60,92,29,121,0
3693,0,3693,O,224423,370628,78219,448847,0
3694,0,3694,E,60,94,27,121,0
3695,0,3695,O,224606,72139,377074,449213,0
3696,0,3696,E,60,96,25,121,0
3697,0,3697,O,224788,244929,204648,449577,0
3698,0,3698,E,60,98,23,121,0
3699,0,3699,O,224970,440199,9742,449941,0
3700,0,3700,E,60,100,21,121,0
3701,0,3701,O,225153,207692,242615,450307,0
3702,0,3702,E,60,102,19,121,0
3703,0,3703,O,225335,447702,2969,450671,0
3704,0,3704,E,60,104,17,121,0
3705,0,3705,O,225518,259301,191736,451037,0
3706,0,3706,E,60,106,15,121,0
3707,0,3707,O,225701,92842,358561,451403,0
3708,0,3708,E,60,108,13,121,0
3709,0,3709,O,225883,400140,51627,451767,0
3710,0,3710,E,60,110,11,121,0
3711,0,3711,O,226066,278075,174058,452133,0
3712,0,3712,E,60,112,9,121,0
3713,0,3713,O,226249,178096,274403,452499,0
3714,0,3714,E,60,114,7,121,0
3715,0,3715,O,226432,100251,352614,452865,0
3716,0,3716,E,60,116,5,121,0
3717,0,3717,O,226615,44588,408643,453231,0
3718,0,3718,E,60,118,3,121,0
3719,0,3719,O,226798,11155,442442,453597,0
3720,0,3720,E,60,120,1,121,0
3721,0,3721,O,226981,0,453963,453963,1
3722,0,3722,E,61,1,122,123,0
3723,0,3723,O,227164,11171,443158,454329,0
3724,0,3724,E,61,3,120,123,0
3725,0,3725,O,227347,44716,409979,454695,0
3726,0,3726,E,61,5,118,123,0
3727,0,3727,O,227530,100683,354378,455061,0
3728,0,3728,E,61,7,116,123,0
3729,0,3729,O,227713,179120,276307,455427,0
3730,0,3730,E,61,9,114,123,0
3731,0,3731,O,227896,280075,175718,455793,0
3732,0,3732,E,61,11,112,123,0
3733,0,3733,O,228079,403596,52563,456159,0
3734,0,3734,E,61,13,110,123,0
3735,0,3735,O,228263,93206,363321,456527,0
3736,0,3736,E,61,15,108,123,0
3737,0,3737,O,228446,261637,195256,456893,0
3738,0,3738,E,61,17,106,123,0
3739,0,3739,O,228629,452778,4481,457259,0
3740,0,3740,E,61,19,104,123,0
3741,0,3741,O,228813,209052,248575,457627,0
3742,0,3742,E,61,21,102,123,0
3743,0,3743,O,228996,445391,12602,457993,0
3744,0,3744,E,61,23,100,123,0
3745,0,3745,O,229180,246225,212136,458361,0
3746,0,3746,E,61,25,98,123,0
3747,0,3747,O,229364,69227,389502,458729,0
3748,0,3748,E,61,27,96,123,0
3749,0,3749,O,229547,373540,85555,459095,0
3750,0,3750,E,61,29,94,123,0
3751,0,3751,O,229731,241390,218073,459463,0
3752,0,3752,E,61,31,92,123,0
3753,0,3753,O,229915,131552,328279,459831,0
3754,0,3754,E,61,33,90,123,0
3755,0,3755,O,230099,44074,416125,460199,0
3756,0,3756,E,61,35,88,123,0
3757,0,3757,O,230282,439569,20996,460565,0
3758,0,3758,E,61,37,86,123,0
3759,0,3759,O,230466,397323,63610,460933,0
3760,0,3760,E,61,39,84,123,0
3761,0,3761,O,230650,377581,83720,461301,0
3762,0,3762,E,61,41,82,123,0
3763,0,3763,O,230834,380391,81278,461669,0
3764,0,3764,E,61,43,80,123,0
3765,0,3765,O,231018,405801,56236,462037,0
3766,0,3766,E,61,45,78,123,0
3767,0,3767,O,231202,453859,8546,462405,0
3768,0,3768,E,61,47,76,123,0
3769,0,3769,O,231387,61840,400935,462775,0
3770,0,3770,E,61,49,74,123,0
3771,0,3771,O,231571,154970,308173,463143,0
3772,0,3772,E,61,51,72,123,0
3773,0,3773,O,231755,270892,192619,463511,0
3774,0,3774,E,61,53,70,123,0
3775,0,3775,O,231939,409654,54225,463879,0
3776,0,3776,E,61,55,68,123,0
3777,0,3777,O,232124,107057,357192,464249,0
3778,0,3778,E,61,57,66,123,0
3779,0,3779,O,232308,291275,173342,464617,0
3780,0,3780,E,61,59,64,123,0
3781,0,3781,O,232493,33492,431495,464987,0
3782,0,3782,E,61,61,62,123,0
3783,0,3783,O,232677,263358,201997,465355,0
3784,0,3784,E,61,63,60,123,0
3785,0,3785,O,232862,50581,415144,465725,0
3786,0,3786,E,61,65,58,123,0
3787,0,3787,O,233046,326287,139806,466093,0
3788,0,3788,E,61,67,56,123,0
3789,0,3789,O,233231,158708,307755,466463,0
3790,0,3790,E,61,69,54,123,0
3791,0,3791,O,233416,13615,453218,466833,0
3792,0,3792,E,61,71,52,123,0
3793,0,3793,O,233600,358257,108944,467201,0
3794,0,3794,E,61,73,50,123,0
3795,0,3795,O,233785,258650,208921,467571,0
3796,0,3796,E,61,75,48,123,0
3797,0,3797,O,233970,181673,286268,467941,0
3798,0,3798,E,61,77,46,123,0
3799,0,3799,O,234155,127374,340937,468311,0
3800,0,3800,E,61,79,44,123,0
3801,0,3801,O,234340,95801,372880,468681,0
3802,0,3802,E,61,81,42,123,0
3803,0,3803,O,234525,87002,382049,469051,0
3804,0,3804,E,61,83,40,123,0
3805,0,3805,O,234710,101025,368396,469421,0
3806,0,3806,E,61,85,38,123,0
3807,0,3807,O,234895,137918,331873,469791,0
3808,0,3808,E,61,87,36,123,0
3809,0,3809,O,235080,197729,272432,470161,0
3810,0,3810,E,61,89,34,123,0
3811,0,3811,O,235265,280506,190025,470531,0
3812,0,3812,E,61,91,32,123,0
3813,0,3813,O,235450,386297,84604,470901,0
3814,0,3814,E,61,93,30,123,0
3815,0,3815,O,235636,43879,427394,471273,0
3816,0,3816,E,61,95,28,123,0
3817,0,3817,O,235821,195472,276171,471643,0
3818,0,3818,E,61,97,26,123,0
3819,0,3819,O,236006,370223,101790,472013,0
3820,0,3820,E,61,99,24,123,0
3821,0,3821,O,236192,95797,376588,472385,0
3822,0,3822,E,61,101,22,123,0
3823,0,3823,O,236377,316638,156117,472755,0
3824,0,3824,E,61,103,20,123,0
3825,0,3825,O,236563,87656,385471,473127,0
3826,0,3826,E,61,105,18,123,0
3827,0,3827,O,236748,354779,118718,473497,0
3828,0,3828,E,61,107,16,123,0
3829,0,3829,O,236934,171433,302436,473869,0
3830,0,3830,E,61,109,14,123,0
3831,0,3831,O,237120,10791,463450,474241,0
3832,0,3832,E,61,111,12,123,0
3833,0,3833,O,237305,347512,127099,474611,0
3834,0,3834,E,61,113,10,123,0
3835,0,3835,O,237491,232794,242189,474983,0
3836,0,3836,E,61,115,8,123,0
3837,0,3837,O,237677,140924,334431,475355,0
3838,0,3838,E,61,117,6,123,0
3839,0,3839,O,237863,71950,403777,475727,0
3840,0,3840,E,61,119,4,123,0
3841,0,3841,O,238049,25920,450179,476099,0
3842,0,3842,E,61,121,2,123,0
3843,0,3843,O,238235,2882,473589,476471,0
3844,0,3844,E,62,0,125,125,1
3845,0,3845,O,238421,2884,473959,476843,0
3846,0,3846,E,62,2,123,125,0
3847,0,3847,O,238607,25974,451241,477215,0
3848,0,3848,E,62,4,121,125,0
3849,0,3849,O,238793,72200,405387,477587,0
3850,0,3850,E,62,6,119,125,0
3851,0,3851,O,238979,141610,336349,477959,0
3852,0,3852,E,62,8,117,125,0
3853,0,3853,O,239165,234252,244079,478331,0
3854,0,3854,E,62,10,115,125,0
3855,0,3855,O,239351,350174,128529,478703,0
3856,0,3856,E,62,12,113,125,0
3857,0,3857,O,239538,10349,468728,479077,0
3858,0,3858,E,62,14,111,125,0
3859,0,3859,O,239724,172603,306846,479449,0
3860,0,3860,E,62,16,109,125,0
3861,0,3861,O,239910,358281,121540,479821,0
3862,0,3862,E,62,18,107,125,0
3863,0,3863,O,240097,87238,392957,480195,0
3864,0,3864,E,62,20,105,125,0
3865,0,3865,O,240283,319536,161031,480567,0
3866,0,3866,E,62,22,103,125,0
3867,0,3867,O,240470,94463,386478,480941,0
3868,0,3868,E,62,24,101,125,0
3869,0,3869,O,240656,373573,107740,481313,0
3870,0,3870,E,62,26,99,125,0
3871,0,3871,O,240843,194662,287025,481687,0
3872,0,3872,E,62,28,97,125,0
3873,0,3873,O,241030,38717,443344,482061,0
3874,0,3874,E,62,30,95,125,0
3875,0,3875,O,241216,388219,94214,482433,0
3876,0,3876,E,62,32,93,125,0
3877,0,3877,O,241403,278724,204083,482807,0
3878,0,3878,E,62,34,91,125,0
3879,0,3879,O,241590,192339,290842,483181,0
3880,0,3880,E,62,36,89,125,0
3881,0,3881,O,241777,129112,354443,483555,0
3882,0,3882,E,62,38,87,125,0
3883,0,3883,O,241964,89091,394838,483929,0
3884,0,3884,E,62,40,85,125,0
3885,0,3885,O,242151,72324,411979,484303,0
3886,0,3886,E,62,42,83,125,0
3887,0,3887,O,242338,78859,405818,484677,0
3888,0,3888,E,62,44,81,125,0
3889,0,3889,O,242525,108744,376307,485051,0
3890,0,3890,E,62,46,79,125,0
3891,0,3891,O,242712,162027,323398,485425,0
3892,0,3892,E,62,48,77,125,0
3893,0,3893,O,242899,238756,247043,485799,0
3894,0,3894,E,62,50,75,125,0
3895,0,3895,O,243086,338979,147194,486173,0
3896,0,3896,E,62,52,73,125,0
3897,0,3897,O,243273,462744,23803,486547,0
3898,0,3898,E,62,54,71,125,0
3899,0,3899,O,243461,123178,363745,486923,0
